CAMPEP_0202031808	284	487
CAMPEP_0202031808	613	816
CAMPEP_0196158558	213	423
CAMPEP_0196158558	557	763
CAMPEP_0172572766	248	452
CAMPEP_0172572766	621	828
CAMPEP_0183956860	182	373
CAMPEP_0196191798	403	610
CAMPEP_0183784762	112	315
CAMPEP_0184897908	211	405
CAMPEP_0195241484	424	633
CAMPEP_0204816044	237	433
CAMPEP_0201828982	138	337
CAMPEP_0176556026	143	338
CAMPEP_0185654158	346	545
CAMPEP_0176556152	136	331
CAMPEP_0201801470	138	340
CAMPEP_0172332560	132	339
CAMPEP_0202216764	246	451
CAMPEP_0202142066	228	433
CAMPEP_0196226196	198	402
CAMPEP_0202274362	226	431
CAMPEP_0202143998	151	356
CAMPEP_0201768052	138	340
CAMPEP_0118343400	193	391
CAMPEP_0171415230	81	283
CAMPEP_0201834822	116	318
CAMPEP_0171423732	116	318
CAMPEP_0201745858	116	318
CAMPEP_0171369502	134	336
CAMPEP_0171341950	100	302
CAMPEP_0180931744	127	329
CAMPEP_0180946308	127	329
CAMPEP_0180993824	127	329
CAMPEP_0203104500	116	318
CAMPEP_0203180790	116	318
CAMPEP_0203236552	116	318
CAMPEP_0203612220	116	318
CAMPEP_0171334084	116	318
CAMPEP_0201810200	116	318
CAMPEP_0203141150	116	318
CAMPEP_0203211238	116	318
CAMPEP_0203566134	116	318
CAMPEP_0203577536	116	318
CAMPEP_0172354740	156	361
CAMPEP_0203135528	116	318
CAMPEP_0202198508	246	451
CAMPEP_0184405210	110	313
CAMPEP_0184443744	109	312
CAMPEP_0183752880	114	319
CAMPEP_0201905666	238	441
CAMPEP_0183327178	262	464
CAMPEP_0201946736	197	400
CAMPEP_0201968058	92	295
CAMPEP_0118689510	77	277
CAMPEP_0181084066	129	334
CAMPEP_0194354864	124	327
CAMPEP_0196194740	125	332
CAMPEP_0196237004	125	332
CAMPEP_0172349834	104	301
CAMPEP_0201637004	112	319
CAMPEP_0201659788	107	314
CAMPEP_0201603226	108	315
CAMPEP_0118984846	7	209
CAMPEP_0171364372	138	340
CAMPEP_0171392480	138	340
CAMPEP_0171434524	138	340
CAMPEP_0203298790	138	340
CAMPEP_0203358824	138	340
CAMPEP_0203078636	138	340
CAMPEP_0203140974	138	340
CAMPEP_0203173630	138	340
CAMPEP_0203204098	138	340
CAMPEP_0203425224	138	340
CAMPEP_0203452644	138	340
CAMPEP_0203508680	138	340
CAMPEP_0203117800	138	340
CAMPEP_0203609178	138	340
CAMPEP_0203233618	138	340
CAMPEP_0203548218	138	340
CAMPEP_0171334830	155	357
CAMPEP_0183707666	120	325
CAMPEP_0203331702	138	340
CAMPEP_0203393712	138	340
CAMPEP_0203267964	138	340
CAMPEP_0202158330	232	438
CAMPEP_0183714038	116	322
CAMPEP_0113314732	132	336
CAMPEP_0115942878	38	247
CAMPEP_0197464448	693	903
CAMPEP_0172572446	122	329
CAMPEP_0203514648	138	340
CAMPEP_0183784882	291	497
CAMPEP_0203582002	138	338
CAMPEP_0180849650	101	310
CAMPEP_0113391172	126	335
CAMPEP_0115912630	122	331
CAMPEP_0184905058	124	333
CAMPEP_0201690232	131	336
CAMPEP_0203476050	110	312
CAMPEP_0113418352	123	332
CAMPEP_0203208378	144	346
CAMPEP_0203246556	157	359
CAMPEP_0184933754	126	335
CAMPEP_0201844406	138	336
CAMPEP_0197228382	126	335
CAMPEP_0202206996	142	350
CAMPEP_0202245652	141	349
CAMPEP_0195455376	181	384
CAMPEP_0183914368	348	539
CAMPEP_0184760802	56	264
CAMPEP_0204760712	135	334
CAMPEP_0202266808	141	349
CAMPEP_0113387496	86	294
CAMPEP_0202121852	143	351
CAMPEP_0201602126	127	339
CAMPEP_0201625722	127	339
CAMPEP_0201667316	127	339
CAMPEP_0185662056	135	334
CAMPEP_0204687438	135	334
CAMPEP_0172456070	642	851
CAMPEP_0183647304	127	331
CAMPEP_0194317946	147	367
CAMPEP_0183677594	127	331
CAMPEP_0204757118	159	364
CAMPEP_0172292480	203	399
CAMPEP_0181115796	141	343
CAMPEP_0195185482	126	335
CAMPEP_0115202412	124	329
CAMPEP_0115611334	124	329
CAMPEP_0115405182	124	329
CAMPEP_0116379042	121	350
CAMPEP_0171385622	131	361
CAMPEP_0194298004	125	346
CAMPEP_0194263244	303	495
CAMPEP_0203063554	263	494
CAMPEP_0196634284	121	352
CAMPEP_0197185078	125	344
CAMPEP_0113615412	133	329
CAMPEP_0113616324	153	350
CAMPEP_0181098162	209	417
CAMPEP_0204761016	117	315
CAMPEP_0204653802	117	315
CAMPEP_0180676054	33	241
CAMPEP_0203197982	88	286
CAMPEP_0168768686	596	809
CAMPEP_0204816724	149	347
CAMPEP_0168742148	610	823
CAMPEP_0168836666	610	823
CAMPEP_0204694268	117	315
CAMPEP_0116077484	119	331
CAMPEP_0203332540	112	310
CAMPEP_0203393266	112	310
CAMPEP_0203303722	112	310
CAMPEP_0203425186	112	310
CAMPEP_0185685162	147	345
CAMPEP_0116114490	120	323
CAMPEP_0180740632	66	276
CAMPEP_0185652474	229	427
CAMPEP_0178940002	124	317
CAMPEP_0178956756	131	324
CAMPEP_0180479576	66	276
CAMPEP_0180910746	117	315
CAMPEP_0180574404	140	350
CAMPEP_0204741460	264	462
CAMPEP_0171367060	100	298
CAMPEP_0171333666	112	310
CAMPEP_0171409182	110	308
CAMPEP_0201215230	362	572
CAMPEP_0171439870	112	310
CAMPEP_0203277024	110	308
CAMPEP_0201787118	112	310
CAMPEP_0203552742	110	308
CAMPEP_0201842744	112	310
CAMPEP_0203360090	112	310
CAMPEP_0203576278	112	310
CAMPEP_0197262888	119	332
CAMPEP_0203609202	112	310
CAMPEP_0180447476	235	445
CAMPEP_0172393468	125	339
CAMPEP_0196897100	223	416
CAMPEP_0180628628	74	284
CAMPEP_0116054588	131	320
CAMPEP_0180974030	3	205
CAMPEP_0195507104	218	409
CAMPEP_0180582652	191	401
CAMPEP_0168170012	132	347
CAMPEP_0168221598	132	347
CAMPEP_0168253652	132	347
CAMPEP_0168285650	132	347
CAMPEP_0116013584	108	297
CAMPEP_0195506576	118	348
CAMPEP_0116061968	108	297
CAMPEP_0172379864	162	376
CAMPEP_0202929668	130	361
CAMPEP_0119176894	22	216
CAMPEP_0194229392	310	502
CAMPEP_0117033356	160	362
CAMPEP_0113310578	111	302
CAMPEP_0169016796	313	537
CAMPEP_0117049670	190	392
CAMPEP_0117910748	190	392
CAMPEP_0118170682	190	392
CAMPEP_0118257472	190	392
CAMPEP_0118514138	190	392
CAMPEP_0201123834	125	338
CAMPEP_0201157978	125	338
CAMPEP_0201237638	125	338
CAMPEP_0201264778	125	338
CAMPEP_0203057240	129	359
CAMPEP_0197825034	139	335
CAMPEP_0119187876	199	391
CAMPEP_0196825682	262	458
CAMPEP_0174209004	167	357
CAMPEP_0195564316	163	357
CAMPEP_0176694352	129	329
CAMPEP_0176687362	215	415
CAMPEP_0198478102	123	323
CAMPEP_0116376332	135	340
CAMPEP_0177012996	211	411
CAMPEP_0197157532	115	306
CAMPEP_0195336540	24	219
CAMPEP_0202474304	151	342
CAMPEP_0203003952	130	335
CAMPEP_0117998656	178	378
CAMPEP_0118422280	193	393
CAMPEP_0185723230	143	339
CAMPEP_0203777590	144	335
CAMPEP_0205082230	158	349
CAMPEP_0118007124	193	395
CAMPEP_0203764286	158	349
CAMPEP_0203801266	158	349
CAMPEP_0177032808	156	356
CAMPEP_0118083768	193	395
CAMPEP_0176723258	118	318
CAMPEP_0181141474	132	337
CAMPEP_0176610770	143	338
CAMPEP_0176857818	215	415
CAMPEP_0195269406	159	354
CAMPEP_0197135200	155	347
CAMPEP_0195281490	159	354
CAMPEP_0113555928	159	354
CAMPEP_0205135428	180	375
CAMPEP_0202998544	123	364
CAMPEP_0178499206	134	325
CAMPEP_0178590372	134	325
CAMPEP_0178657792	134	325
CAMPEP_0176557486	151	346
CAMPEP_0176639824	154	349
CAMPEP_0194402940	107	299
CAMPEP_0194352188	110	302
CAMPEP_0119118446	197	400
CAMPEP_0179639114	129	325
CAMPEP_0171292846	135	327
CAMPEP_0195544646	124	327
CAMPEP_0197169780	129	325
CAMPEP_0117020302	196	396
CAMPEP_0117051636	196	396
CAMPEP_0117085314	196	396
CAMPEP_0118114776	196	396
CAMPEP_0118114782	196	396
CAMPEP_0118413270	196	396
CAMPEP_0118456474	196	396
CAMPEP_0118520960	196	396
CAMPEP_0195375824	148	339
CAMPEP_0195401192	138	341
CAMPEP_0195484568	138	341
CAMPEP_0179016834	135	333
CAMPEP_0195349654	148	351
CAMPEP_0116031012	116	312
CAMPEP_0113935008	93	286
CAMPEP_0181380708	142	334
CAMPEP_0198689456	142	334
CAMPEP_0178918656	119	316
CAMPEP_0172486758	6	198
CAMPEP_0202458670	165	354
CAMPEP_0183971672	182	373
CAMPEP_0113944156	185	379
CAMPEP_0178728710	1176	1367
CAMPEP_0178728000	1176	1367
CAMPEP_0178696228	1185	1376
CAMPEP_0118956396	178	378
CAMPEP_0168898210	249	473
CAMPEP_0202443400	132	321
CAMPEP_0115780052	129	323
CAMPEP_0178927562	267	461
CAMPEP_0168939052	340	564
CAMPEP_0168963012	340	564
CAMPEP_0169041416	339	563
CAMPEP_0183115372	126	320
CAMPEP_0183004412	129	323
CAMPEP_0194378390	111	305
CAMPEP_0194409072	111	305
CAMPEP_0169010332	393	617
CAMPEP_0171312848	111	305
CAMPEP_0178911598	346	540
CAMPEP_0185724520	149	343
CAMPEP_0180711274	142	352
CAMPEP_0171294188	129	321
CAMPEP_0194397230	132	324
CAMPEP_0194182646	142	336
CAMPEP_0197849724	187	386
CAMPEP_0197703550	158	354
CAMPEP_0176611662	128	323
CAMPEP_0202443348	163	352
CAMPEP_0185724062	128	323
CAMPEP_0168866914	349	573
CAMPEP_0115792264	111	305
CAMPEP_0183163632	128	322
CAMPEP_0168870082	351	575
CAMPEP_0170711048	147	336
CAMPEP_0195262042	121	318
CAMPEP_0194248298	135	326
CAMPEP_0184858866	116	314
CAMPEP_0171866136	80	290
CAMPEP_0171767950	126	336
CAMPEP_0197843742	164	366
CAMPEP_0171618692	131	341
CAMPEP_0171650000	131	341
CAMPEP_0171719922	131	341
CAMPEP_0171836792	131	341
CAMPEP_0171944296	131	341
CAMPEP_0183282932	136	330
CAMPEP_0197733608	130	323
CAMPEP_0194212278	131	322
CAMPEP_0176557764	137	332
CAMPEP_0176638134	174	369
CAMPEP_0117573378	152	339
CAMPEP_0185803574	135	327
CAMPEP_0117505706	152	339
CAMPEP_0168141602	107	291
CAMPEP_0201989034	204	402
CAMPEP_0194267780	216	408
CAMPEP_0198711048	177	373
CAMPEP_0119400348	158	355
CAMPEP_0179225460	166	360
CAMPEP_0116530966	25	220
CAMPEP_0201896232	227	425
CAMPEP_0181025766	51	244
CAMPEP_0194349876	248	439
CAMPEP_0118340618	32	228
CAMPEP_0202033658	74	287
CAMPEP_0197642502	96	285
CAMPEP_0185090134	108	314
CAMPEP_0117924094	196	396
CAMPEP_0118258292	196	396
CAMPEP_0182563774	155	363
CAMPEP_0182522390	161	369
CAMPEP_0113553516	125	315
CAMPEP_0113585002	125	315
CAMPEP_0115189318	225	413
CAMPEP_0167992260	170	354
CAMPEP_0179802838	398	600
CAMPEP_0185108304	389	595
CAMPEP_0176360798	397	603
CAMPEP_0170469426	412	618
CAMPEP_0185142450	413	619
CAMPEP_0185058704	418	624
CAMPEP_0177117048	128	319
CAMPEP_0113535954	122	312
CAMPEP_0179755140	475	677
CAMPEP_0177029066	152	343
CAMPEP_0176702548	154	345
CAMPEP_0176948054	151	342
CAMPEP_0176869072	153	344
CAMPEP_0115606580	192	380
CAMPEP_0113548318	122	312
CAMPEP_0115578468	261	449
CAMPEP_0115342564	271	459
CAMPEP_0196056042	145	392
CAMPEP_0113295680	235	428
CAMPEP_0170900730	255	501
CAMPEP_0170811018	255	500
CAMPEP_0196127216	336	583
CAMPEP_0170883430	253	499
CAMPEP_0176785248	133	324
CAMPEP_0119397600	404	614
CAMPEP_0196046572	475	722
CAMPEP_0170878360	349	595
CAMPEP_0195965744	0	249
CAMPEP_0198256760	100	290
CAMPEP_0170879046	253	499
CAMPEP_0181204810	362	565
CAMPEP_0195588246	341	534
CAMPEP_0194137366	136	326
CAMPEP_0181170868	362	565
CAMPEP_0170992636	417	664
CAMPEP_0182823510	391	584
CAMPEP_0113271070	393	586
CAMPEP_0198643374	61	266
CAMPEP_0117640364	185	401
CAMPEP_0113267752	408	601
CAMPEP_0197120858	205	421
CAMPEP_0171025780	209	455
CAMPEP_0196860482	282	480
CAMPEP_0170847772	341	587
CAMPEP_0183378412	374	601
