	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Defense mechanisms	1168.3125	85.97	324.23499999999996	279.385	0.0	42.215	0.0	15.41	76.91	0.0	11.67	0.0	0.0	0.0	9.315000000000001	5.55	7.12	0.0	0.0	9.64	0.0	0.0	9.495	13.8	111.44000000000001	6.029999999999999	5.85	12.9	55.4	17.18	148.73000000000005
Posttranslational modification, protein turnover, chaperones	24274.865999999965	1296.8100000000006	721.1733333333335	2229.4124999999995	2077.6383333333342	2570.448333333333	84.73	241.40000000000003	6970.723333333328	46.55500000000001	107.94999999999999	514.6733333333333	99.58666666666667	70.42999999999999	551.7283333333335	290.245	277.39	12.28	621.3299999999999	216.26500000000001	112.34000000000002	177.15000000000003	287.945	52.145	488.2233333333333	459.7399999999999	563.1899999999999	373.25	218.98000000000002	279.3950000000001	1240.5499999999997
Function unknown	7872.114499999993	775.5116666666668	770.1560000000001	761.7643333333331	627.9391666666667	260.72	49.69500000000001	169.92000000000002	638.5983333333335	48.005	178.275	43.300000000000004	34.97	42.230000000000004	67.505	84.09333333333333	237.60499999999993	0.0	41.18	250.13500000000002	29.045	96.81	103.465	30.5	124.76	129.07999999999998	941.0900000000001	627.4399999999997	204.81999999999996	171.41	1104.316666666667
Transcription	9719.858666666663	1715.5043333333338	1040.1833333333332	696.7641666666668	477.52583333333337	1177.805	370.73999999999995	376.16500000000013	701.2481666666666	68.06	533.0150000000001	444.63333333333327	207.85333333333335	307.07500000000005	34.35	14.325	231.22000000000006	107.32999999999998	134.67333333333335	71.75166666666667	176.84	143.745	218.31	140.03499999999997	162.80666666666664	162.73499999999999	702.6800000000001	289.87999999999994	205.02000000000004	273.1199999999999	719.4500000000005
Carbohydrate transport and metabolism	6711.7938333333295	182.82500000000002	503.655	522.0699999999998	669.9599999999999	713.3833333333334	652.97	82.34000000000002	232.18499999999995	6.41	638.41	9.785	0.0	39.46	113.08666666666667	81.675	31.680000000000003	4.0	5.1	48.163333333333334	0.0	3.04	83.19500000000001	0.0	12.88	49.910000000000004	46.33	202.27999999999997	180.92000000000002	483.01000000000005	1046.72
Nuclear structure	371.9870000000001	0.0	0.0	7.135	0.0	0.0	5.17	0.0	34.64	0.0	0.0	0.6333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.54	0.0	0.0	1.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Extracellular structures	6826.915833333333	268.16499999999996	1732.7216666666666	125.26166666666666	1.41	0.0	38.49	115.73333333333332	124.80400000000002	4.07	2.52	26.4	15.85	9.6	9.809999999999999	0.0	32.54	0.64	1.5950000000000002	80.71500000000002	3.78	3.15	27.429999999999996	10.600000000000001	0.0	65.795	20.79	40.32	24.79	48.08	97.77499999999999
multiple functions	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Secondary metabolites biosynthesis, transport and catabolism	3117.5821666666675	69.63333333333334	260.18333333333334	124.81	56.900000000000006	97.83999999999999	40.12833333333334	45.919999999999995	272.035	0.0	0.0	2.57	0.0	13.62	2.395	100.06	13.695000000000002	4.93	20.36	43.01	60.980000000000004	0.0	43.69	16.505	12.04	49.906666666666666	163.84000000000003	261.95	127.86999999999999	39.97	213.15000000000003
Cell motility	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.36	0.0	0.0	0.0	0.0	0.0
Signal transduction mechanisms	17983.1375	1021.1166666666668	851.2026666666669	947.5100000000001	780.8408333333334	842.8483333333334	54.825	235.11999999999998	569.4366666666667	21.78	369.38	216.94666666666666	190.40833333333333	326.0183333333334	531.2866666666666	570.4499999999999	158.32000000000002	68.0	57.85999999999999	750.4716666666667	50.61	138.47	64.655	65.62	1240.0716666666667	181.18333333333337	286.38	451.57	193.64000000000004	274.6549999999999	1389.915
RNA processing and modification	8272.011333333332	387.81100000000004	744.7133333333334	753.6141666666665	165.72833333333335	858.48	92.86999999999998	128.87500000000003	398.66333333333336	58.745000000000005	140.95	66.30666666666667	405.835	203.10999999999999	20.72	33.1	120.435	7.199999999999999	0.9	51.47	36.93	98.15	20.43	52.07000000000001	212.28	25.919999999999998	42.9	118.68999999999998	59.519999999999996	43.64	199.89000000000001
Unannotated	97507.87000000001	22181.17	14930.679999999993	17934.309999999998	8254.810000000001	8071.470000000001	7456.639999999995	12431.739999999993	7209.180000000008	3479.000000000002	8107.809999999999	6397.919999999997	3484.3599999999988	6446.530000000002	1821.3699999999992	7418.130000000002	15660.900000000029	4332.82	4579.669999999999	4004.8800000000006	3982.4199999999996	7186.569999999994	3526.510000000003	3812.6200000000017	8449.249999999996	6236.349999999997	24576.880000000056	27658.82999999995	55415.779999999984	27392.92	95631.5000000001
Inorganic ion transport and metabolism	4428.587166666667	276.895	271.83000000000004	479.88	22.53	424.795	25.19	89.35999999999999	206.63833333333338	14.33	34.06	11.69	0.0	3.04	3.81	11.625	14.025	98.93	0.0	22.085	18.09	91.1	48.46	0.0	31.3	46.43	81.24	55.38999999999999	36.480000000000004	16.65	367.0999999999999
Coenzyme transport and metabolism	4918.620999999999	86.16	81.05000000000001	144.675	22.1	219.8	7.34	0.0	97.24499999999999	0.0	0.0	0.0	0.0	1.07	1.53	56.77	35.1	16.59	0.0	9.595	0.0	63.150000000000006	29.24	0.545	0.0	11.466666666666667	4.46	25.400000000000002	0.0	5603.1900000000005	36.78
Nucleotide transport and metabolism	1254.3300000000002	79.37	168.1	81.32	192.8	23.1	1.2233333333333334	31.855000000000004	36.125	43.13	7.19	19.48	0.0	17.32	21.5	0.0	6.0649999999999995	5.29	0.49	61.835	0.0	0.0	16.81	0.0	22.54	10.32	6.380000000000001	13.809999999999999	10.290000000000001	0.0	71.14
Intracellular trafficking, secretion, and vesicular transport	16809.13533333335	1193.1083333333336	1573.6726666666666	713.3058333333335	1254.355	164.37	267.55833333333334	115.90833333333332	417.7006666666666	33.480000000000004	1085.105	194.9066666666667	92.94	108.14999999999999	204.14500000000004	107.415	323.185	66.58	149.435	192.9	94.375	217.25	190.63500000000002	40.245	327.01	84.06	180.935	296.61499999999995	237.88	94.33	459.5000000000001
Multiple classes	30393.912999999993	1814.6726666666666	2744.4683333333337	4131.029833333335	1166.2533333333333	755.8699999999999	328.9716666666667	410.5966666666668	1829.9864999999995	72.58000000000001	359.35	342.9683333333333	979.115	290.59000000000003	317.1666666666667	1174.7433333333336	558.9200000000001	155.28	65.64000000000001	507.50166666666667	732.1300000000001	111.195	270.41499999999996	855.8149999999999	810.8349999999999	536.6499999999997	892.8399999999998	988.6950000000005	921.25	649.0500000000003	2924.0366666666678
Lipid transport and metabolism	10827.948999999999	472.77833333333336	410.04999999999995	1498.0166666666667	2071.3275	352.525	60.54666666666667	101.81000000000002	318.51000000000005	0.0	20.37	225.14	3.11	836.86	55.195	266.07000000000005	43.115	0.0	0.235	183.29999999999998	3.06	23.864999999999995	42.205	2.235	94.61	323.20000000000005	137.5	100.29	55.36	65.64	474.7700000000001
Translation, ribosomal structure and biogenesis	25428.686499999985	4465.99	2772.998333333334	1796.6506666666671	2931.9133333333334	207.5633333333333	397.6133333333333	1348.3300000000002	8277.502499999999	116.89999999999999	243.79	66.5	72.16333333333333	403.815	63.03	59.349999999999994	691.2950000000001	4.18	34.83	73.23	37.39	4.8100000000000005	49.22	15.57	457.34	97.44333333333331	934.34	873.7899999999998	221.23000000000002	295.04	4689.825000000002
Chromatin structure and dynamics	1631.6199999999997	336.63166666666666	45.09666666666667	128.07166666666666	134.73499999999999	0.0	0.0	46.43500000000001	157.81416666666672	0.9	624.69	1388.1233333333334	0.0	18.38	1.5833333333333333	0.0	43.07000000000001	0.0	2.54	0.15666666666666665	0.0	1.805	0.0	0.0	0.0	5.33	37.275	21.189999999999998	20.7	68.02	614.51
Cell cycle control, cell division, chromosome partitioning	1587.7843333333333	125.96433333333334	54.98766666666667	199.79166666666669	66.08666666666666	22.549999999999997	17.25	26.130000000000003	107.96000000000002	228.99	13.525000000000002	11.4	0.0	6.016666666666667	5.395	0.0	86.785	5.46	18.288333333333334	17.380000000000003	0.0	0.0	14.799999999999999	0.0	3.23	12.389999999999999	23.799999999999997	54.46	136.79999999999998	37.15	123.76
Amino acid transport and metabolism	4607.6005000000005	169.07166666666663	149.1833333333333	658.6016666666667	72.12	211.625	0.0	44.88	657.3383333333334	0.0	38.76	114.59	5.85	418.69	233.26999999999998	5.325	51.64	0.0	6.87	60.88000000000001	0.0	8.06	163.985	23.18	139.42	277.69500000000005	20.29	68.21000000000001	0.0	92.97	284.8250000000001
Cell wall/membrane/envelope biogenesis	1706.1168333333335	122.40833333333332	277.7	158.62016666666668	77.59	25.13	62.19	16.175	81.42666666666668	0.0	248.73	59.66000000000001	0.0	77.92500000000001	33.035	35.510000000000005	52.184999999999995	0.0	24.9	242.63	0.0	60.095	13.805000000000001	2.395	197.41666666666666	3.465	69.875	44.97	29.2	29.8	105.07499999999999
Replication, recombination and repair	2031.574999999999	244.74166666666667	297.71600000000007	313.80483333333336	20.125	32.545	25.130000000000003	47.209999999999994	312.37000000000006	2.185	6.52	10.94	39.19	19.175	28.21	0.0	84.09000000000002	0.85	14.81	18.92	11.86	48.57	43.94	0.0	15.29	2.4	32.03	36.89	73.97	96.22	73.395
Energy production and conversion	14940.376833333332	610.6483333333335	876.5366666666666	501.7275	1186.65	132.685	180.58666666666667	58.08	238.68083333333342	5.395	155.15	104.095	0.0	349.09	187.0283333333333	6.645	39.245	18.26	11.73	109.38499999999999	12.82	10.27	110.74	80.21	2.42	225.45	65.02	198.03	179.79	175.78999999999996	701.5699999999999
