	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Defense mechanisms	148.5505	8.37	18.73	26.009999999999998	0.0	0.67	0.0	0.0	3.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.125	0.0	12.04	0.0	0.0	0.0	5.65	0.0	0.0
Posttranslational modification, protein turnover, chaperones	17080.625575757596	100.80999999999999	65.685	211.96833333333333	2535.4916666666663	2946.62	6.55	3.34	34865.44666666666	5.74	13.583333333333334	90.74666666666667	7.9	0.0	235.48499999999999	4.140000000000001	1653.325	5.76	99.17	16.7	32.32	37.625	94.315	0.0	196.965	47.2	620.58	1249.6100000000001	37.07	581.765	1375.7499999999998
Function unknown	619.3467424242424	49.623333333333335	18.23933333333333	59.281666666666666	69.89833333333334	23.08	2.09	16.25333333333333	69.20666666666666	7.29	17.715	0.0	0.0	9.205	5.09	8.653333333333334	0.0	0.0	4.53	3.44	0.0	41.43	24.109999999999996	1.75	1.7133333333333334	160.20499999999998	74.53	20.02	51.919999999999995	9.28	159.43000000000006
Transcription	6308.56174242424	210.54666666666665	75.06933333333333	55.00416666666668	28.291666666666664	139.425	44.14	25.1	176.4496666666667	4.42	22.630000000000003	5.12	10.6	26.795	19.875	0.88	94.34999999999998	46.68	24.58	34.9	16.65	393.3349999999999	255.9783333333333	15.41	6.816666666666666	69.685	71.81	74.94	61.65	436.0	364.55999999999995
Carbohydrate transport and metabolism	1387.4633333333334	26.475	68.63	64.285	472.775	356.26000000000005	86.27000000000001	18.6	29.56	0.0	28.71	5.199999999999999	0.0	47.97	101.39	27.07	1.08	0.0	0.0	3.4266666666666663	0.0	0.0	2.88	0.0	4.91	4.44	0.0	142.05999999999997	300.74	315.39	191.07
Nuclear structure	53.1779090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Extracellular structures	64554.829242424246	17.255000000000003	113.49999999999999	13.866666666666667	0.0	0.0	0.0	11.243333333333332	4.418	0.0	0.0	6.5633333333333335	0.0	0.0	6.93	0.0	0.0	0.0	0.0	7.26	0.0	0.0	0.01	0.0	0.0	18.599999999999998	14.83	0.0	0.0	6.05	33.065
multiple functions	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Secondary metabolites biosynthesis, transport and catabolism	361.33200000000005	2.33	19.508333333333333	13.835	0.0	1.3499999999999999	3.73	22.73	46.260000000000005	0.0	0.0	0.0	0.0	1.59	0.0	6.36	0.0	0.0	0.0	0.0	0.0	0.0	8.96	0.0	0.0	4.1	14.540000000000001	45.6	19.09	0.0	184.18
Cell motility	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Signal transduction mechanisms	20262.59790909091	130.32333333333332	72.20033333333332	106.7575	54.87166666666667	66.92	17.95	218.06333333333336	116.80000000000001	0.0	6.513333333333334	8.355	59.81666666666667	5.4	11.62	22.279999999999998	13.18	0.0	1.69	58.129999999999995	3.83	31.765	0.0	0.0	69.95166666666665	29.11	60.82	157.69	11.51	19.764999999999997	456.94
RNA processing and modification	11632.389409090913	28.53	60.741	86.3275	7.421666666666666	37.585	4.07	89.21000000000001	46.400000000000006	0.0	36.1	8.223333333333333	14.736666666666666	20.17	0.0	0.0	1.615	0.0	0.0	3.5700000000000003	10.43	12.24	6.26	4.91	23.759999999999998	6.543333333333333	17.2	5.699999999999999	4.49	2.99	51.245
Unannotated	12723.15	2366.7399999999993	1105.61	1256.3499999999992	478.0799999999998	739.2200000000003	871.81	1300.2600000000002	617.2400000000006	448.59000000000015	5957.56	503.18	430.7700000000001	582.33	1302.43	1635.76	33449.13	283.67999999999995	307.65	571.12	479.7	16411.16	302.3800000000001	830.36	770.97	568.1999999999999	12031.779999999997	10069.929999999991	2244.0099999999998	7493.300000000001	261892.26
Inorganic ion transport and metabolism	616.1093333333334	52.65	21.828333333333333	80.12416666666667	1.65	26.29	0.0	10.65	25.21	0.0	0.0	4.9	0.0	5.18	4.16	0.0	0.0	4.68	0.0	3.59	0.0	0.0	3.89	0.0	18.66	2.0549999999999997	15.21	30.69	24.45	11.15	64.89
Coenzyme transport and metabolism	3957.713	0.0	16.29	7.905	3.075	752.83	0.0	0.0	10.745	0.0	0.0	0.0	0.0	0.0	0.0	1.77	45.83	0.0	0.0	1.83	0.0	157.91	75.39999999999999	0.0	0.0	0.66	0.0	0.0	0.0	9546.03	39.65
Nucleotide transport and metabolism	218.1766666666667	10.33	12.265	11.48	47.78	30.560000000000002	0.0	3.2	33.199999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71	0.0	0.0	1.235	0.0	0.0	0.3833333333333333	0.0	1.08	9.72	0.0	52.84	16.94	46.33	49.39
Intracellular trafficking, secretion, and vesicular transport	5851.110742424239	101.08499999999998	192.85933333333335	35.79916666666667	152.83999999999997	0.0	20.294999999999998	13.905000000000001	89.46799999999999	12.790000000000001	52.11333333333334	8.726666666666667	580.895	2.0366666666666666	0.0	2.88	17.71	3.12	14.690000000000001	14.061666666666667	41.785	3.2249999999999996	27.475	4.8	48.42333333333334	18.974999999999998	58.97	266.0	28.0	54.105000000000004	234.96999999999997
Multiple classes	15361.409575757576	148.615	235.72933333333336	497.3066666666667	224.38666666666666	48.59	21.365	33.665	229.66300000000007	0.0	78.75	34.025	678.8116666666667	9.66	57.77	170.53833333333333	43.894999999999996	26.71	11.959999999999999	82.63999999999999	34.445	7.775	17.378333333333334	126.67	54.68333333333334	90.68499999999997	62.699999999999996	137.76	85.65	27.445000000000004	1355.625
Lipid transport and metabolism	914.3588333333336	24.445	19.29	120.44666666666664	152.93499999999997	18.615	0.0	11.3	28.465000000000003	0.0	0.0	9.6	0.0	60.805	4.2	34.67	2.87	0.0	0.0	15.01	0.0	7.695	1.48	0.0	5.28	69.635	0.0	10.48	17.03	17.75	408.55999999999995
Translation, ribosomal structure and biogenesis	31384.990409090893	2576.553333333333	443.6733333333334	1028.3383333333334	4355.5616666666665	21.26	77.5	390.82499999999993	38179.555	14.92	10.41	7.02	0.0	80.61	0.0	16.43	375.72	0.0	12.57	0.0	0.0	0.0	0.0	0.0	368.51	36.42333333333333	4078.34	653.8700000000001	17.45	52.739999999999995	70776.31
Chromatin structure and dynamics	1307.9705	29.96	4.665	19.39666666666667	89.625	0.0	0.0	0.925	101.50166666666667	0.0	1989.27	3584.5099999999998	0.0	0.0	1.18	0.0	0.0	0.0	0.0	0.0	0.0	1.575	0.0	0.0	0.0	0.0	44.3	16.56	0.0	0.0	1704.58
Cell cycle control, cell division, chromosome partitioning	129.02383333333336	10.725	1.2776666666666667	12.825	8.443333333333333	0.0	4.62	14.54	6.3999999999999995	12.67	3.21	0.0	0.0	2.0366666666666666	0.0	0.0	11.81	18.5	0.0	0.0	0.0	0.0	12.0	0.0	0.0	8.82	77.12	0.0	41.870000000000005	7.96	52.209999999999994
Amino acid transport and metabolism	1272.8031666666666	24.814999999999998	14.765	126.05499999999999	7.25	39.18	0.0	8.61	57.376666666666665	0.0	0.0	17.4	0.0	80.98	16.04	1.535	0.0	0.0	2.81	9.16	0.0	0.0	16.36	0.0	24.78	10.879999999999999	60.89	9.76	2.48	13.81	67.3
Cell wall/membrane/envelope biogenesis	141.269	3.0	20.673333333333332	20.12166666666667	2.73	0.0	5.79	0.0	6.29	0.0	12.19	3.44	0.0	2.5	4.62	0.0	8.49	0.0	2.33	21.42	0.0	3.385	0.0	0.0	0.7933333333333333	0.0	0.0	10.41	0.0	2.38	14.49
Replication, recombination and repair	6126.1223333333355	260.145	52.21599999999999	43.76333333333333	0.0	0.0	11.66	3.39	18.060000000000002	0.0	0.0	1.1	0.0	0.0	0.0	0.0	7.66	0.0	8.17	0.0	0.0	0.0	6.69	0.0	45.86	0.0	71.62	2.59	16.07	8.54	0.0
Energy production and conversion	2814.593833333334	106.5	342.01333333333326	57.989999999999995	371.27	22.79	52.129999999999995	0.0	32.346666666666664	0.0	97.97999999999999	42.21	0.0	13.370000000000001	25.555	6.84	1.02	0.0	7.51	21.76	0.0	0.0	5.84	0.0	0.0	58.614999999999995	21.700000000000003	13.16	15.43	7.77	772.34
Cytoskeleton	118300.45766666671	56.58833333333334	33.925	3175.3791666666666	165.05	759.58	4.38	47.48	37.01133333333333	0.0	0.97	4.59	0.0	48.74666666666667	79.015	7.84	16.725	0.0	0.0	21.916666666666664	0.0	0.0	1.09	0.0	0.0	118.93499999999997	12151.880000000001	18432.239999999994	10.36	39.699999999999996	43296.765
General function prediction only	17622.616742424245	215.6949999999999	82.72600000000001	265.0733333333333	133.42333333333335	208.45499999999998	15.899999999999999	39.59	121.88666666666668	19.759999999999998	12.075	19.98	9.25	41.295	37.2	25.243333333333332	32.239999999999995	12.370000000000001	6.529999999999999	57.21000000000001	0.0	12.98	32.015	27.369999999999997	3.9333333333333336	156.3733333333333	35.86	125.36	114.53	149.60000000000002	644.6400000000001
