	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Defense mechanisms	181.6855	0.0	18.240000000000002	22.165000000000003	0.0	5.5600000000000005	0.0	6.38	29.79	0.0	11.46	0.0	0.0	0.0	0.87	0.0	2.3	0.0	0.0	2.66	0.0	0.0	1.775	0.0	17.2	6.2250000000000005	0.0	5.13	6.07	8.89	10.78
Posttranslational modification, protein turnover, chaperones	14334.275787878802	176.815	114.57166666666666	379.3858333333333	1788.6116666666667	2579.63	19.65	43.87	26270.031666666655	3.6	1.3333333333333333	116.60666666666667	9.1	11.17	408.3683333333334	33.25	896.965	0.0	142.26	21.85	32.05	15.74	88.13000000000001	9.03	181.04000000000002	81.365	587.74	1025.7500000000002	24.270000000000003	429.33	1684.9099999999999
Function unknown	1123.3362878787884	85.45166666666665	88.41833333333336	171.70200000000003	64.75583333333334	52.98	21.12	19.75333333333333	88.50833333333333	3.98	41.43833333333333	2.29	19.41	7.13	37.6	27.369999999999997	39.88	0.0	11.39	34.265	0.0	15.61	16.07	1.52	47.59	65.91	142.36	63.379999999999995	48.190000000000005	37.879999999999995	254.22999999999996
Transcription	5087.977954545453	190.62100000000004	185.227	94.91166666666665	55.44583333333333	136.68	25.21	89.96666666666664	207.12066666666672	7.66	51.05	54.23500000000001	20.233333333333334	39.665	25.753333333333334	3.62	61.660000000000004	35.839999999999996	21.82	72.75	41.545	185.095	170.44166666666663	8.559999999999999	30.425	62.22	69.59000000000002	43.169999999999995	92.05	292.53	451.47499999999997
Carbohydrate transport and metabolism	1598.719	36.49	53.895	117.67333333333333	421.055	294.55499999999995	87.11	14.68	39.555	0.0	74.92999999999999	0.695	0.0	37.505	88.00333333333334	33.825	2.28	0.0	0.0	11.073333333333334	0.0	0.0	27.345	0.0	8.01	15.100000000000001	2.34	217.35999999999999	144.39000000000001	208.49	271.41999999999996
Nuclear structure	70.48845454545454	0.0	0.0	1.95	0.0	0.0	0.0	0.0	10.915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.32	0.0
Extracellular structures	21667.41462121211	26.908333333333335	188.20666666666668	11.79	0.0	0.0	11.0	23.388333333333335	35.169	0.0	0.0	7.123333333333334	0.0	0.915	2.195	0.0	11.955	0.0	0.0	20.919999999999998	0.0	0.0	27.46	0.0	0.0	27.65	2.98	0.0	0.0	16.55	55.15
multiple functions	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Secondary metabolites biosynthesis, transport and catabolism	483.98850000000004	6.140000000000001	33.33833333333333	26.520000000000003	3.88	6.203333333333333	16.773333333333333	16.04	69.41166666666666	0.0	0.0	0.0	0.0	2.57	0.265	5.86	0.0	0.0	0.0	8.79	7.15	0.0	9.88	0.0	2.67	19.993333333333332	32.64	9.77	34.6	8.72	121.00000000000001
Cell motility	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13	0.0	0.0	0.0	0.0	0.0
Signal transduction mechanisms	14910.969621212129	153.92000000000002	97.35033333333334	230.7158333333333	84.39083333333332	124.67	11.415000000000001	130.895	170.8866666666666	4.3	45.38166666666666	47.78666666666666	19.475	26.205	35.739999999999995	38.949999999999996	31.2	22.35	3.8000000000000003	108.93333333333332	8.8	28.754999999999995	4.995	15.83	135.02500000000003	45.205	37.24	129.68499999999997	43.305	82.28999999999999	312.47499999999985
RNA processing and modification	9184.501787878795	78.731	106.28199999999998	144.07666666666665	44.663333333333334	59.775	15.63	58.015	40.33	9.41	42.45	15.75	17.863333333333333	53.22500000000001	40.94	12.27	12.66	0.0	5.0	14.8	7.3149999999999995	16.48	17.93	8.09	29.57	23.556666666666665	6.7700000000000005	37.09	33.230000000000004	16.13	73.46000000000001
Unannotated	13289.450000000008	3442.700000000002	1570.9599999999994	1597.1899999999987	788.4199999999998	774.1299999999999	949.9999999999995	1771.1399999999994	953.3599999999994	713.5900000000001	3705.2900000000013	795.5000000000001	382.1000000000001	810.4000000000001	479.63	1290.3999999999999	52985.98000000001	530.36	694.0999999999999	559.5899999999998	574.4799999999999	13934.79	478.55	665.11	1075.01	1301.09	38290.91999999996	20145.520000000004	2713.0400000000004	6056.659999999994	418565.6399999998
Inorganic ion transport and metabolism	689.7828333333334	54.989999999999995	45.34	196.84333333333336	5.32	27.305	0.0	3.88	25.84333333333333	5.95	3.25	5.13	0.0	19.805	2.29	2.4	4.74	3.18	0.0	8.775	0.0	46.3	4.18	0.0	15.83	17.055	0.0	11.13	0.0	11.86	102.34999999999998
Coenzyme transport and metabolism	2477.3488333333335	22.58	18.765	15.02	1.645	1221.215	0.0	3.38	14.799999999999999	0.0	0.0	0.0	0.0	0.0	3.1500000000000004	6.9	35.97	0.0	0.0	3.32	0.0	193.84	40.72	0.0	0.0	0.3233333333333333	0.0	3.02	0.0	3810.97	36.72
Nucleotide transport and metabolism	282.115	17.910000000000004	23.769999999999996	16.91	22.23	18.57	0.0	11.780000000000001	17.72	0.0	15.49	11.065	0.0	14.96	0.0	0.0	0.0	2.96	0.0	26.42	0.0	0.0	2.236666666666667	0.0	1.75	2.81	0.0	2.5	13.19	0.0	59.010000000000005
Intracellular trafficking, secretion, and vesicular transport	6913.260121212119	160.98083333333335	273.795	137.62999999999994	175.715	68.4	58.59333333333333	26.0	135.60066666666668	6.6	103.38833333333334	17.8	574.1966666666667	11.690000000000001	16.616666666666667	4.01	73.735	2.285	20.75	11.676666666666666	12.530000000000001	16.66	62.07	14.885	88.85000000000001	46.54	49.040000000000006	120.89	21.17	36.74	428.55500000000006
Multiple classes	13882.298454545451	228.8851666666667	439.8403333333332	676.1305	201.58666666666667	137.745	43.644999999999996	37.52666666666667	369.30649999999997	0.0	40.605	59.43	700.7883333333333	30.675	33.733333333333334	151.78500000000003	98.41999999999999	24.61	24.585000000000004	96.39333333333333	96.655	19.325	39.35166666666667	58.214999999999996	64.035	135.24333333333334	155.84	207.32	164.475	247.94499999999996	1549.2250000000001
Lipid transport and metabolism	1379.7306666666677	48.06	67.19333333333334	204.53500000000003	283.9674999999999	54.15	16.99	0.0	43.655	0.0	5.783333333333333	36.16	0.0	94.785	9.26	25.21	1.095	0.0	0.0	33.26	0.0	9.805	10.5	0.0	10.39	89.69999999999999	0.0	17.299999999999997	0.0	11.08	185.80999999999997
Translation, ribosomal structure and biogenesis	23629.125454545465	1720.0458333333331	382.07	601.5855	2965.8466666666664	20.963333333333335	24.66	449.03	29283.48083333334	20.71	28.799999999999997	9.645000000000001	16.573333333333334	47.135	8.72	6.18	188.915	13.47	3.03	4.255	11.68	0.0	0.0	3.92	258.58	78.00166666666665	1859.97	501.71000000000004	30.6	62.08	37449.29
Chromatin structure and dynamics	1414.5738333333331	12.306666666666667	5.36	30.266666666666666	113.505	0.0	0.0	6.41	155.33749999999998	0.0	2602.2	4021.56	0.0	5.4	4.43	0.0	4.2	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	93.6	15.389999999999999	0.0	0.0	842.03
Cell cycle control, cell division, chromosome partitioning	238.38899999999995	20.326	3.9266666666666667	20.486666666666668	5.113333333333333	1.97	2.22	0.0	3.845	32.03	8.075	5.5600000000000005	0.0	3.075	0.0	0.0	4.68	0.0	4.005	3.9699999999999998	0.0	0.0	4.365	0.0	0.0	1.0699999999999998	44.25	19.189999999999998	39.02	10.42	70.985
Amino acid transport and metabolism	1308.1659999999995	44.49666666666666	12.01	202.32166666666666	10.32	29.804999999999996	0.0	3.89	115.255	0.0	5.69	12.16	0.0	66.85999999999999	57.510000000000005	1.08	2.7	0.0	2.14	7.010000000000001	0.0	0.0	28.11	0.0	44.769999999999996	55.324999999999996	13.45	38.43	0.0	62.93	109.97999999999999
Cell wall/membrane/envelope biogenesis	172.91616666666664	25.855	24.058333333333337	30.647000000000002	14.41	2.98	5.22	0.0	15.136666666666668	0.0	15.39	9.84	0.0	5.37	8.165	14.615	4.34	0.0	1.39	42.22	0.0	1.24	1.975	0.93	30.52	8.97	0.0	11.73	1.0699999999999998	0.67	35.835
Replication, recombination and repair	4188.567833333333	201.20999999999998	92.40999999999997	45.108000000000004	4.34	0.0	6.53	5.785	64.265	0.0	1.34	1.25	0.0	6.29	3.62	0.0	6.91	0.0	4.76	3.75	3.07	0.0	1.87	0.0	55.769999999999996	0.0	67.64	0.0	150.86	11.149999999999999	26.585
Energy production and conversion	3359.6729999999984	149.51	182.60333333333335	93.935	384.545	21.393333333333334	26.369999999999997	2.36	71.37250000000002	0.0	24.91	19.75	0.0	50.68	31.563333333333333	3.66	6.5	0.0	9.96	28.935000000000002	4.01	0.0	12.7	5.22	0.0	56.029999999999994	53.959999999999994	66.15	14.5	82.46499999999999	606.88
Cytoskeleton	60616.0085	101.08349999999997	164.24833333333333	2198.2670000000007	359.55499999999995	1233.375	11.524999999999999	38.525	63.625666666666675	0.0	5.905	9.153333333333332	4.73	26.545	89.23666666666666	21.775000000000002	26.935	6.78	0.0	23.53833333333333	8.335	29.94	8.775	0.69	3.02	137.64499999999998	12348.159999999998	8823.305	52.050000000000004	1309.0900000000001	21662.18
General function prediction only	13672.2367878788	248.3033333333333	209.4203333333333	325.29333333333346	229.83833333333328	198.745	24.268333333333338	63.155	182.68833333333328	10.420000000000002	48.709999999999994	29.979999999999997	0.0	69.395	55.61	54.849999999999994	151.53000000000003	4.625	17.58	122.175	7.85	46.89	56.78999999999999	31.069999999999997	25.724999999999998	89.38166666666666	88.77	188.09	92.73000000000002	128.34999999999997	797.6750000000001
