Emi219|CAMPEP_0187748258
Emi219|CAMPEP_0187748264
Emi219|CAMPEP_0187737752
Emi219|CAMPEP_0187748260	K13171
Emi219|CAMPEP_0187748262	K06129
Emi219|CAMPEP_0187748278
Emi219|CAMPEP_0187748270	K12618
Emi219|CAMPEP_0187748268
Emi219|CAMPEP_0187748272
Emi219|CAMPEP_0187748274
Emi219|CAMPEP_0187748280
Emi219|CAMPEP_0187748518
Emi219|CAMPEP_0187786516
Emi219|CAMPEP_0187786518
Emi219|CAMPEP_0187748522
Emi219|CAMPEP_0187737774
Emi219|CAMPEP_0187786520	K14566
Emi219|CAMPEP_0187748516
Emi219|CAMPEP_0187748520
Emi219|CAMPEP_0187786522
Emi219|CAMPEP_0187786524	K09489
Emi219|CAMPEP_0187748524
Emi219|CAMPEP_0187748530	K00167
Emi219|CAMPEP_0187748526
Emi219|CAMPEP_0187786748
Emi219|CAMPEP_0187748686	K00548
Emi219|CAMPEP_0187786750	K14574
Emi219|CAMPEP_0187786752
Emi219|CAMPEP_0187786754
Emi219|CAMPEP_0187748672
Emi219|CAMPEP_0187786756
Emi219|CAMPEP_0187786758
Emi219|CAMPEP_0187786760
Emi219|CAMPEP_0187786764
Emi219|CAMPEP_0187786766	K11135
Emi219|CAMPEP_0187786762
Emi219|CAMPEP_0187748674	K02328
Emi219|CAMPEP_0187786918
Emi219|CAMPEP_0187748890	K11251
Emi219|CAMPEP_0187748886
Emi219|CAMPEP_0187748894
Emi219|CAMPEP_0187737808
Emi219|CAMPEP_0187748892
Emi219|CAMPEP_0187748888	K10901
Emi219|CAMPEP_0187748896
Emi219|CAMPEP_0187786922
Emi219|CAMPEP_0187748898	K03259
Emi219|CAMPEP_0187748902	K10587
Emi219|CAMPEP_0187748904
Emi219|CAMPEP_0187749156
Emi219|CAMPEP_0187749154
Emi219|CAMPEP_0187749158	K11664
Emi219|CAMPEP_0187749160
Emi219|CAMPEP_0187749164	K14803
Emi219|CAMPEP_0187749162
Emi219|CAMPEP_0187737850
Emi219|CAMPEP_0187749168	K04498
Emi219|CAMPEP_0187749172
Emi219|CAMPEP_0187749166
Emi219|CAMPEP_0187749170
