	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Defense mechanisms	655.3600000000001	46.62	195.51999999999998	150.595	0.0	17.189999999999998	0.0	14.455	43.175000000000004	0.0	5.0	0.0	0.0	0.0	3.775	6.63	2.565	0.0	0.0	9.69	0.0	0.0	12.254999999999999	3.56	26.46	7.635	5.07	3.17	13.12	24.64	39.63
Posttranslational modification, protein turnover, chaperones	13725.928666666681	715.1999999999999	365.06333333333333	1167.9533333333334	1136.0466666666669	1540.48	50.760000000000005	149.88	7478.151666666665	37.255	36.105000000000004	335.47166666666664	56.71333333333333	45.92999999999999	325.7900000000001	137.5	106.49499999999996	23.32	454.32499999999993	115.85	54.35000000000001	57.580000000000005	160.5	27.73	286.7550000000001	325.05499999999995	295.4	238.19000000000003	169.47	97.45000000000002	936.1799999999997
Function unknown	4201.579833333336	401.995	366.37600000000003	524.4268333333332	328.1258333333332	138.82000000000002	37.07	82.71999999999997	402.1300000000002	32.405	116.25333333333334	33.24	8.940000000000001	30.384999999999998	36.849999999999994	51.39333333333333	142.91666666666669	0.0	28.16	127.11	18.865	81.385	73.42000000000002	16.009999999999998	85.26666666666667	106.95000000000002	616.0249999999999	386.6500000000002	170.52	76.7	630.2900000000002
Transcription	4818.679000000004	804.7549999999999	431.37966666666676	392.4091666666667	232.45583333333335	654.345	254.395	189.48833333333332	349.38300000000004	32.11	294.675	198.23666666666665	107.99333333333335	148.84	37.02	25.655	135.9	40.900000000000006	62.99	59.755	85.26	93.61999999999999	130.17	83.85000000000001	59.28666666666666	162.18333333333334	257.72499999999997	101.87999999999998	137.49999999999997	233.95000000000002	334.4399999999999
Carbohydrate transport and metabolism	3957.461	95.87	192.98999999999998	292.51333333333326	508.31	469.8049999999999	451.65	87.50999999999999	122.74500000000003	5.15	343.71999999999997	12.01	0.0	41.17999999999999	77.26333333333332	79.18	21.000000000000004	6.66	5.6	30.36833333333333	0.0	1.42	39.62	0.0	4.17	34.974999999999994	12.549999999999999	173.67999999999998	143.61	305.37	603.7449999999998
Nuclear structure	167.69299999999998	0.0	0.0	1.65	0.0	0.0	7.77	0.0	18.695	0.0	0.0	1.5833333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.09	0.0	0.0	0.0	0.0	2.68	0.0	4.4	0.0
Extracellular structures	4686.260000000002	184.01999999999998	763.0016666666666	83.27000000000001	1.77	0.0	7.875	22.09	50.54799999999999	3.41	0.68	10.51	2.81	7.125	7.655	0.0	16.34	0.0	1.68	60.405	1.97	0.0	21.41	5.91	7.39	69.92	20.2	32.14	18.29	27.29	59.10500000000001
multiple functions	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Secondary metabolites biosynthesis, transport and catabolism	1622.1194999999998	25.240000000000002	112.53333333333333	93.58500000000001	30.72	48.470000000000006	21.756666666666668	32.68	153.79000000000008	0.0	0.0	1.47	0.0	3.06	1.51	50.4	9.915	3.72	0.0	19.59	17.380000000000003	0.0	27.66	11.4	7.41	55.665000000000006	61.93000000000001	115.90999999999998	50.019999999999996	12.83	146.81000000000003
Cell motility	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.32	0.0	0.0	0.0	0.0	0.0
Signal transduction mechanisms	9470.702833333336	541.2350000000001	316.36566666666664	577.3066666666668	426.6708333333332	455.095	31.709999999999997	117.99000000000002	304.1216666666667	22.99	171.40833333333333	159.48666666666665	71.12	143.975	228.07166666666666	339.54	73.055	23.52	35.345	454.7966666666666	15.05	73.03	22.975	54.315	541.1866666666667	164.65833333333327	153.02	170.54999999999995	113.94	175.45999999999998	606.3800000000001
RNA processing and modification	4624.067333333334	190.80333333333334	337.3955	381.54166666666663	84.6383333333333	486.84499999999997	55.44	98.85833333333335	208.60500000000002	43.81	71.14	27.726666666666667	147.95666666666668	137.175	10.76	15.56	47.61000000000001	4.11	0.0	29.695	25.69	45.07	15.549999999999999	24.509999999999998	114.62333333333333	13.845	27.69	81.59	26.78	34.97	172.61499999999998
Unannotated	54806.30999999996	13910.350000000008	6625.539999999997	9535.010000000011	5034.060000000002	3954.5599999999995	3181.159999999997	7711.210000000002	3899.0199999999963	2383.8599999999988	4539.430000000002	3452.86	1776.03	3294.4900000000007	1436.5600000000002	3665.2700000000004	44899.439999999966	2216.0099999999993	2352.6600000000008	2190.0199999999995	2150.38	4395.060000000002	1787.8200000000004	2030.4400000000005	3808.4999999999986	3997.17	26071.769999999982	30231.069999999985	35827.93	17367.190000000013	413034.05000000075
Inorganic ion transport and metabolism	2378.9875	178.65499999999994	95.82666666666664	335.26166666666677	11.74	207.70499999999998	2.02	39.769999999999996	93.88333333333333	3.22	15.7	28.635	0.0	1.115	7.12	9.2	16.22	11.04	0.0	14.11	2.64	16.67	22.83	0.0	8.31	64.74000000000001	21.25	42.56	31.32	13.280000000000001	180.50499999999997
Coenzyme transport and metabolism	2827.0723333333326	48.4	81.91499999999999	110.175	17.455	1506.27	4.28	0.0	28.995000000000005	0.0	0.0	0.0	0.0	1.21	5.79	63.559999999999995	13.045	0.0	0.0	6.245	0.0	44.27	12.49	0.0	0.0	10.52	12.77	11.74	0.0	3063.84	60.629999999999995
Nucleotide transport and metabolism	762.9899999999998	53.669999999999995	106.52000000000001	42.7	137.01	16.34	0.42333333333333334	10.865	24.319999999999997	4.26	1.51	17.15	0.0	7.08	10.309999999999999	0.0	1.795	1.05	1.81	48.745	0.0	0.0	11.016666666666667	0.0	11.440000000000001	13.975000000000001	6.32	6.25	0.81	10.16	23.275
Intracellular trafficking, secretion, and vesicular transport	8785.892666666663	650.7683333333333	884.0801666666666	432.0334999999999	590.28	128.025	116.09500000000001	73.16333333333336	253.98466666666667	32.865	588.14	99.11833333333335	114.205	51.64833333333334	104.01333333333332	42.235	159.14999999999995	33.56	63.5	80.58000000000001	69.745	216.94500000000002	79.685	31.95	236.7866666666667	76.17999999999999	115.31999999999998	137.18	87.36	84.7	178.02499999999998
Multiple classes	16218.161666666658	897.1499999999997	1100.5813333333326	2272.819999999999	629.4016666666668	387.57500000000005	130.09833333333336	252.12666666666664	864.2179999999998	14.469999999999999	131.815	207.59666666666664	464.01000000000005	171.14499999999998	172.81666666666666	620.1833333333335	240.98666666666657	99.44000000000001	47.964999999999996	258.6416666666667	298.525	73.74	176.72166666666666	606.4399999999999	384.93000000000006	371.7816666666668	442.2599999999998	420.8200000000002	358.48000000000013	588.6649999999998	1454.6199999999992
Lipid transport and metabolism	5207.321000000004	227.17000000000002	193.80666666666664	793.1999999999999	909.2175000000001	171.32500000000002	30.52333333333333	31.799999999999997	183.79999999999998	0.0	10.783333333333335	134.49000000000004	1.84	323.09	35.58	98.83	13.754999999999999	5.06	2.31	87.68	6.24	11.62	21.6	0.0	33.78	137.99499999999998	89.67000000000002	82.13000000000001	45.74	33.209999999999994	317.21
