	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Sterol biosynthesis	0.002208038149285036	0.0	0.0	0.03601242061037378	0.00420269727053292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7848347375243033		0.0	0.0	0.0	0.24651162790697675	0.0	0.0	0.0	0.003001213801486266	0.000604971146697932
Glycosaminoglycan metabolism	0.00036333730407304705	0.0	0.0	0.0	0.0006934641008494937	0.0008140839771407813	0.0	0.0	0.01813302976093674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09080717488789239	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013051224976439295
Purine metabolism	0.003934456289588509	0.0	0.0	0.0012126631430023824	0.00419126654359584	0.0	0.0	0.0	0.0	0.0	0.0	0.24213584452013628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Branched-chain amino acid metabolism	0.01091030614940841	0.0	0.01763055675442382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.006289956692101463	0.004052241053582673	0.0	0.0	0.0006576086838957258
Spliceosome	0.0946916250091141	0.004859129567554091	0.022939145446698315	0.08951046381302939	0.0	0.0	0.0	0.0	0.17108472922426413	0.024526362167719192	0.0	0.0	0.0	0.0	0.02024035420619861	0.6552287581699346	0.0	0.9871020408163265	0.0	0.0	0.0		0.0	0.0	0.0	0.10403916768665851	0.0	0.03887961010869862	0.006160908431988403	0.0	0.04751871697084673
Phosphate and amino acid transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ribosome	0.31226464312061103	0.5780037122198521	0.4894475615019421	0.628759715085407	0.7700290149952086	0.0	0.16728243021346467	0.6656859139389482	0.10692795576516508	0.0	0.0	0.0	0.12210109018830524	0.0	0.05864281196349508	0.0	0.6815520828293579	0.0	0.0	0.001541623843782117	0.0		0.0	0.8518459832039297	0.5743348324996848	0.0	0.7076602277674663	0.4510582372751416	0.0	0.0	0.9142765258937025
Mineral and organic ion transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Repair system	0.001274793267016415	0.0	0.03593008200258955	0.020211052383373042	0.0	0.0	0.0	0.0	0.05139046999512117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05215540180947312	0.0	0.0	0.0	0.0		0.2464569650881438	0.0	0.13240300954142323	0.0	0.0	0.006256331626646222	0.06396472577917371	0.0	0.0
Sulfur metabolism	0.005815094703038252	0.0006039283042912155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.013662623552282122	0.0	0.0	0.01665581468125808
