	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Sterol biosynthesis	314.365	0.0	0.0	283.03	69.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.49	7.57	0.0	0.0	0.0	0.0	164.6	0.0	0.0	0.0	20.68	0.0
Glycosaminoglycan metabolism	48.68	2.97	0.0	27.130000000000003	33.82	5.32	0.0	0.0	3.3	1.4	0.0	0.0	0.0	0.0	1.12	0.0	0.0	0.0	44.230000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	0.0	0.0	0.0	8.31
Purine metabolism	368.46999999999997	0.0	7.91	9.09	62.43	0.0	0.0	0.0	0.0	0.0	0.0	40.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4	11.07	23.43	11.86	3.37	9.78
Branched-chain amino acid metabolism	743.51	2.98	12.92	2.87	0.0	0.0	0.0	0.0	4.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89	0.0	0.0	1.68	0.0	0.0	0.0	0.0	0.0	0.0	32.599999999999994	4.21	0.0	2.74	27.91
Spliceosome	1691.835	91.66	97.91	97.14	20.200000000000003	0.0	5.63	5.69	8.27	46.33	0.0	0.0	0.0	73.96	0.0	29.509999999999998	11.09	811.71	0.0	0.0	0.0	0.0	36.21	0.0	0.95	30.95	9.57	3.9800000000000004	9.44	24.99	105.34
Phosphate and amino acid transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ribosome	8022.444999999998	1672.3000000000002	648.0999999999999	629.8800000000001	1638.55	0.0	103.81	110.06	71.7	7.66	0.0	0.0	33.02	4.21	176.8	12.18	38.44	0.0	6.09	25.79	0.0	0.0	0.0	255.19	145.46	78.50999999999999	464.68000000000006	490.8	9.22	0.0	3140.8400000000006
Mineral and organic ion transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Repair system	138.41	8.84	28.189999999999998	57.790000000000006	0.0	0.0	0.0	10.74	49.49	0.0	0.0	0.0	0.0	0.0	7.61	0.0	18.88	0.0	0.0	1.38	30.2	7.48	4.75	0.0	21.36	0.0	3.61	16.55	34.55	0.0	2.18
Sulfur metabolism	328.14	6.63	6.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22	0.0	4.85	0.0
Aromatics degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Polyamine biosynthesis	134.98000000000002	1.31	0.0	0.0	3.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.21	0.0	0.0	0.0	6.95	0.0	0.78	0.0
Phenylpropanoid and flavonoid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phosphotransferase system (PTS)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Other terpenoid biosynthesis	192.73000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methane metabolism	40.15	52.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.68
Carbon fixation	217.41	0.0	3.14	0.0	0.0	55.37	2.235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.54	0.0	0.0	0.0	11.57	6.14
ABC-2 type and other transport systems	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNA polymerase	33.615	0.0	15.85	0.0	20.61	0.0	0.0	0.0	17.979999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Replication system	57.33	0.0	33.38	14.79	0.0	0.0	0.0	0.0	49.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.83	0.0	0.0
Other carbohydrate metabolism	1503.6	149.01	7.07	14.54	432.89	272.1	2.235	0.0	2.39	14.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.12	34.75	687.92	0.0
Two-component regulatory system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Proteasome	1177.9050000000002	62.91	0.0	6.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.5	3.87	0.0	0.0	0.0	0.0	47.16
Pyrimidine metabolism	201.69	29.16	15.91	8.33	14.53	0.0	0.0	2.15	1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.54	0.0	13.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.48	0.0	0.0	2.37
Photosynthesis	0.0	944.32	0.0	0.0	9.19	0.0	0.0	0.0	0.0	99.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.48
Fatty acid metabolism	2459.3599999999997	0.0	0.0	2.05	21.240000000000002	0.0	0.0	1.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.45	20.05	0.0	7.29	58.7
Nitrogen metabolism	10.05	57.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31	0.0	0.0	0.0
Aromatic amino acid metabolism	193.49	12.34	0.0	0.0	7.33	0.0	0.0	0.0	3.6300000000000003	0.0	0.0	0.0	0.0	0.0	2.14	0.0	4.6	0.0	0.0	0.0	0.0	4.67	109.12	0.0	0.0	0.0	0.0	0.0	0.0	14.15	5.14
Bacterial secretion system	116.77	3.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.74
Saccharide and polyol transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Serine and threonine metabolism	164.155	0.0	0.0	0.0	12.1	0.0	0.0	0.0	4.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.9	0.0	0.0
Nucleotide sugar	258.90999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.93	0.0	0.0
Central carbohydrate metabolism	2313.439999999999	12.99	124.59	123.89499999999998	0.0	41.669999999999995	65.23	12.36	2.28	0.0	0.0	22.67	11.19	0.0	0.0	0.0	33.97	0.0	0.0	0.0	0.0	0.0	2.95	4.98	1.38	0.0	16.96	50.58	0.0	28.41	17.79
Metabolic capacity	323.74	0.0	0.0	0.0	55.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.58
Drug resistance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arginine and proline metabolism	64.515	0.0	0.0	0.0	0.0	0.0	1.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Unannotated	148091.9599999999	24413.439999999988	18327.149999999994	23457.899999999936	14256.849999999988	12830.069999999998	6031.920000000001	12032.999999999989	11256.210000000006	4069.3100000000004	10257.169999999993	7598.590000000005	4186.23	7777.039999999998	3053.9800000000023	9262.759999999995	25716.940000000013	2927.900000000001	4519.120000000001	6603.570000000001	4624.850000000001	7637.980000000002	3801.6199999999985	4353.399999999999	9224.779999999997	11649.109999999995	28668.240000000038	29952.32999999997	33809.56	31825.269999999997	201344.74000000002
Aminoacyl tRNA	696.44	20.95	16.86	0.0	0.0	0.0	0.0	8.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.77	8.29	2.93	5.5	0.0
Sugar metabolism	87.94	0.0	0.0	1.03	0.0	6.24	0.0	0.0	5.05	4.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19
ATP synthesis	2999.94	119.19	443.83	29.8	578.21	41.36	32.38	1.32	14.12	0.0	0.0	30.02	0.0	101.92	4.53	0.0	0.0	9.45	0.0	14.28	3.61	0.0	0.0	49.75	6.79	42.779999999999994	2.85	29.55	95.97	26.94	207.44
Terpenoid backbone biosynthesis	1230.9399999999998	12.51	153.21	8.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.5600000000000005	15.04	0.0	0.0	1.68
Lipopolysaccharide metabolism	6.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.61	0.0	0.0	0.0	0.8
Peptide and nickel transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carbohydrate metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Histidine metabolism	9.03	0.0	0.0	11.34	0.0	0.0	0.0	0.0	1.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.94	0.0	0.0	18.259999999999998	0.0	0.0	0.0	0.0	1.49
Metallic cation, iron-siderophore and vitamin B12 transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Other amino acid metabolism	66.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.45	0.0	0.0	0.0	12.76	0.0
Lipid metabolism	768.145	69.64	82.46000000000001	853.0800000000002	49.59	0.0	0.0	1.92	9.759999999999998	0.0	76.81	21.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14	0.0	0.0	0.0	0.0	5.47	51.16	21.68	0.0	0.0	0.0	0.22
RNA processing	1746.5400000000002	71.46000000000001	0.76	40.44	0.0	75.14	1101.4099999999999	18.08	9.89	29.95	41.48	0.0	0.0	26.03	61.12	0.0	2.165	0.0	44.96	0.0	29.35	27.16	13.71	0.0	1.16	0.0	7.89	199.2	10.93	0.0	502.21000000000004
Cofactor and vitamin biosynthesis	1930.4999999999998	1.72	16.03	54.709999999999994	0.0	1396.46	7.39	0.0	21.65	0.0	0.0	0.0	0.0	0.0	0.0	42.72	31.83	3.8	0.0	0.0	0.0	0.0	4.91	0.0	36.04	0.0	13.3	121.29	11.08	3.86	13.27
Glycan metabolism	149.25	56.77	13.41	22.18	0.0	0.0	0.0	0.0	22.299999999999997	0.0	0.0	0.0	0.0	0.0	5.21	0.0	0.01	0.0	0.0	0.0	12.03	23.990000000000002	0.0	0.0	0.0	0.0	1.47	36.940000000000005	8.19	0.0	3.04
Protein processing	1299.3499999999997	39.06	0.0	9.38	422.21	0.0	0.0	7.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.13	0.0	5.55	3.92	2.1	0.0	0.0	0.0	2.04	11.54	0.0	0.0	32.870000000000005
Alkaloid and other secondary metabolite biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lysine metabolism	454.22	0.0	0.0	9.87	2.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.45	0.0	0.0	0.0
Cysteine and methionine metabolism	6096.5	0.0	0.0	9.545	0.0	0.0	0.0	0.0	6.630000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8147.330000000001	0.0
Ubiquitin system	443.3	13.0	28.84	10.53	15.32	0.0	0.0	7.44	5.75	0.0	0.0	55.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	271.39	143.41000000000003	1.55	0.48	29.010000000000005
RNA polymerase	166.51	2.21	7.74	13.56	0.0	0.0	15.41	0.0	4.25	4.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.18	0.0	0.0	3.05	0.0	0.0	0.0	5.73	0.0	2.5100000000000002	10.72	0.53
Pathogenicity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
