	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Sterol biosynthesis	273.41	0.0	0.0	230.96	56.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.16	12.64	0.0	0.0	0.0	0.0	131.63	0.0	0.0	0.0	45.2	0.0
Glycosaminoglycan metabolism	38.76	1.71	0.0	17.36	29.23	1.0	0.0	0.0	1.5	8.58	0.0	0.0	0.0	0.0	1.79	0.0	0.0	0.0	50.22	0.0	0.0	0.0	0.0	5.42	0.0	0.0	0.0	0.0	0.0	0.0	13.89
Purine metabolism	390.61	0.0	6.66	10.56	109.39	0.0	0.0	0.0	4.04	0.0	0.0	41.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32	15.44	5.54	0.0	1.35	10.440000000000001
Branched-chain amino acid metabolism	679.63	0.7	30.34	27.53	0.0	0.0	0.0	0.0	2.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.510000000000002	2.32	0.0	5.46	32.66
Spliceosome	1813.0066666666662	107.44	160.61	104.75999999999999	26.53	0.0	6.0600000000000005	8.26	15.62	56.75	0.0	0.0	0.0	38.480000000000004	0.0	81.98	0.0	551.03	0.0	0.0	0.0	0.0	17.46	0.0	38.8	24.93	0.0	33.86	24.880000000000003	0.24	74.75999999999999
Phosphate and amino acid transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ribosome	12551.969999999998	3079.6900000000005	1524.93	1079.8400000000001	1879.0700000000002	0.0	320.17	367.15	152.07	6.75	0.0	0.0	30.66	9.63	101.44	29.69	555.57	0.0	6.59	46.24	0.0	1.27	0.0	449.97	300.06	90.34	256.56	1230.8899999999999	0.0	0.0	1602.8000000000002
Mineral and organic ion transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Repair system	162.23	24.65	33.129999999999995	62.265	0.0	0.0	0.0	9.06	63.67000000000001	0.0	0.0	0.0	0.0	0.0	3.85	0.0	22.01	0.0	0.0	1.47	23.68	5.98	12.67	0.0	8.71	0.0	16.24	27.61	7.36	5.859999999999999	10.799999999999999
Sulfur metabolism	462.18	8.97	42.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
