	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Sterol biosynthesis	0.0026487775540308847	0.0	0.0	0.07537276164657199	0.004128524101181853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09175084175084176	0.0	0.0	0.0	0.0	0.07546481954064892	0.0	0.0	0.0	0.00037949369571427965	0.0
Glycosaminoglycan metabolism	0.0011906393343047868	0.0002148577003257707	0.0	0.006099736034814866	0.0005010156246965749	0.0010350702369089334	0.0	0.0	0.01928542427933415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018776898259706244
Purine metabolism	0.002585942245374872	0.0	0.0	0.006830990939573373	0.002341956757302594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009299476556409399	0.0	0.0	0.0
Branched-chain amino acid metabolism	0.009380772993982768	0.0	0.0	0.006652636084754225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014581814394333922	0.0	0.0	0.4416505480335267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003591713999331774	0.0	0.0	0.0
Spliceosome	0.10068454580544388	0.002775729209614011	0.0	0.06041770706998643	0.0011068949847947583	0.0	0.0	0.0	0.0	0.10750708215297453	0.0	0.0	0.0	0.11294298921417564	0.0	1.0	0.0	0.9685102652151677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42325920524972654	0.011263308887407317	0.13879607974161934	0.02803480182295263	0.0	0.01848211507499747
Phosphate and amino acid transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ribosome	0.32282770857582277	0.48173419198987255	0.398561232903978	0.535349932225155	0.7459967298049923	0.0	0.13557914167051222	0.5915640008352474	0.0	0.0	0.0	0.0	0.0	0.0	0.16566792661565408	0.0	0.7114363087178419	0.0	0.0	0.09929078014184396	0.0	0.0	0.0	0.8818449873631002	0.482628548739329	0.0	0.7201850617209123	0.35365853658536583	0.0	0.0	0.9710386815398524
Mineral and organic ion transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Repair system	0.000523866944737842	0.0009871840285238112	0.02934402456709034	0.035581793536420055	0.0	0.0	0.0	0.0	0.25233455136012994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019893761066555566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07087552114353782	0.0	0.006172091237852799	0.03079407506403831	0.0	0.0	7.058984308160243e-05
Sulfur metabolism	0.005895747246467009	0.0008884656256714302	0.016463362620489638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041760951167076
