	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Sterol biosynthesis	0.008635482628081174	0.0	0.0	0.09899640183292889	0.017770665607479495	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.17900656044985944	0.27162998275687195	0.0	0.0	0.0	0.0	0.31920366273985284	0.0	0.0	0.0	0.004579458768901938	0.0
Glycosaminoglycan metabolism	0.0009603010810388418	0.00018816601360515547	0.0	0.006937093285901859	0.009505950289494188	0.002020647666107827	0.0	0.0	0.0036679105667719192	0.02128647214854111	0.0	0.0		0.0	0.010398888668386584	0.0	0.0	0.0	0.2432153899003779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045629228114380084	0.0	0.0	0.0	0.004609010679014606
Purine metabolism	0.008032923059828204	0.0	0.004618098796180988	0.008271703620490591	0.013004323316885379	0.0	0.0	0.0	0.009632252097087996	0.0	0.0	0.19162977867203218		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011188847162919902	0.014874493155615785	0.03987036629523675	0.0	0.0	0.0032225192473548697
Branched-chain amino acid metabolism	0.021846021488279983	0.0004786943386115155	0.0037554483188044826	0.009961569943423084	0.0	0.0	0.0	0.0	0.028195069052403276	0.0	0.0	0.0		0.0	0.0	0.0	0.006448983505945532	0.0	0.0	0.02595342801528369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014863864604797243	0.0	0.0003586915130148513	0.005768208433353074
Spliceosome	0.049831766633286506	0.030058391677341954	0.0455129202988792	0.040513584940986704	0.00043156785163231946	0.0	0.0010321882390668217	0.028724429208397746	0.019806717060568364	0.228183023872679	0.0	0.0		0.1565388254129976	0.011391149037507441	0.6022425850012058	0.0	0.9707794771895648	0.0	0.0	0.0	0.0	0.15171239735629885	0.0	0.031147284395053997	0.06435516230258757	0.0	0.00505131334146878	0.05432259936176385	0.003794513985283821	0.01688286925436309
Phosphate and amino acid transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ribosome	0.19795963874732062	0.508596176165538	0.387498702781237	0.26913521570999593	0.47521731159962727	0.0	0.09817813765182186	0.6163877125764603	0.08015181960258985	0.026458885941644562	0.0	0.0		0.05276180772869515	0.6681881325659852	0.04292259464673258	0.7769946298427313	0.0	0.0	0.2750342441064091	0.0	0.0	0.0	0.7806793638327115	0.52020660510252	0.16978754051134315	0.5577140921265761	0.47524356332646484	0.0	0.0	0.7312277520529038
Mineral and organic ion transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Repair system	0.003568832945102488	0.0040944924560481835	0.021695983810709838	0.03290198535289162	0.0	0.0	0.0	0.051712934955524176	0.1293018211973336	0.0	0.0	0.0		0.0	0.03214923595951577	0.0	0.06386651323360185	0.0	0.0	0.0	0.4651587382087433	0.17696116757883765	0.06844582415381535	0.0	0.026576929096885273	0.0	0.016261367606424087	0.025626662932362407	0.0	0.0	0.0018739100952486782
Sulfur metabolism	0.009469911695362024	0.0029233471873696955	0.014094281859692817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004201092283993838	0.0	0.0	0.024797740195750363
Aromatics degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Polyamine biosynthesis	0.002883613406092176	0.0	0.0	0.0	0.0032883178783666115	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0674455134498331	0.0	0.0	0.0	0.0	0.0	0.0010785313302295871	0.0
