	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Sterol biosynthesis	0.0024462854519877613	0.0	0.0	0.0693656063689265	0.0028462963436601406	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.605957669192579	0.0	0.0	0.0	0.0	0.4653138272770175	0.0	0.0	0.0	0.002475437309002487	7.08171005823557e-05
Glycosaminoglycan metabolism	0.0003474664110722711	0.0	0.0	0.0031951733247652715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10989565802760014	0.0	0.0	0.0	0.0	0.0	0.0	0.00011910148734305276
Purine metabolism	0.0029321288372940774	0.0	0.005423166491211282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Branched-chain amino acid metabolism	0.00825080328747928	0.0	0.0035410087089673666	0.0056763414372924936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.012722817147269127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000742631192700746	3.839758375731624e-05
Spliceosome	0.09546629484374068	0.0	0.07432928190895463	0.05583520759701547	0.0010047901084807942	0.0	0.0	0.0393939393939394	0.0	0.1044407894736842	0.0	0.0		0.11792098542887187	0.019604380077711057	0.8623251748251749	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2260500235960359	0.0	0.15506349723217194	0.008392477853183445	0.0	0.006600475670187289
Phosphate and amino acid transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ribosome	0.3403649900972072	0.5487987654595112	0.43768143682011057	0.5243297276070116	0.7662273602519649	0.0	0.0	0.4809090909090909	0.2519422863485017	0.0	0.0	0.0		0.0	0.1105616389968209	0.07823426573426574	0.7191245090469637	0.0	0.0	0.8261494252873564	0.0	0.0	0.0	0.7080107707842477	0.5193771626297577	0.0	0.7526286662977311	0.3031802887224574	0.0	0.0	0.9867355891798829
Mineral and organic ion transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Repair system	0.0010174060352274043	0.0	0.0038281175232079633	0.00822891007104352	0.0	0.0	0.0	0.0	0.16473759315046774	0.0	0.0	0.0		0.0	0.0	0.0	0.015005538957333244	0.0	0.0	0.0	0.1706297360857068	0.0	0.13390830685428962	0.0	0.09215686274509804	0.0	0.0	0.01595571475089547	0.0	0.0	0.0
Sulfur metabolism	0.007532096447735056	0.0	0.009985006539700771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018499486125385406	0.023401714967980027	0.0	0.0	0.0030938795631044753
Aromatics degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Polyamine biosynthesis	0.0014057149893555389	0.0	0.0	0.0	0.0007965245223593205	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023206338868989467	0.0	0.0	0.0
Phenylpropanoid and flavonoid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phosphotransferase system (PTS)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Other terpenoid biosynthesis	0.0027718066160449415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methane metabolism	0.0008125837297532235	0.0034915735950440756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carbon fixation	0.002121373878125445	0.0	0.006252591954573007	0.0	0.0	0.000898929711811874	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03161868806040586	0.0	0.0	0.0	0.0	0.0
ABC-2 type and other transport systems	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNA polymerase	0.0002176236995663172	0.0	0.0017545538648036502	0.0	0.0	0.0	0.0	0.0	0.00903757729506897	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Replication system	0.0005407065028440429	0.0	0.048393785689220675	0.0	0.0	0.0	0.0	0.0	0.03741874108133819	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18085271719421853	0.0	0.0
Other carbohydrate metabolism	0.017103272097288964	0.0044740990740946346	0.015471974989632185	0.007104351861768592	0.10779388283781959	0.04585477915357028	0.0	0.0	0.0	0.20049342105263154	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05062411809399761	0.0	0.03700669244334426	0.0003577643133316412
Two-component regulatory system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Proteasome	0.02683141722202026	0.0023702733308168843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35034602076124566	0.003303445021236433	0.0	0.0	0.0	0.0	0.00016761579975499126
