	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Sterol biosynthesis	0.0019636847999334006	0.0	0.0	0.023447693606569956	0.002270504401285455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5588972431077693	0.028520849724626277	0.0	0.0	0.0	0.0	0.20658609781815235	0.0	0.0	0.0	0.0011335464325432723	0.00018768719922781873
Glycosaminoglycan metabolism	0.00022687468804730398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8983044620105646e-05
Purine metabolism	0.0022766218696449302	0.0	0.0	0.0008634584388671424	0.0020110181839956887	0.0	0.0	0.0	0.009571074087203119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029212788659572884	0.0
Branched-chain amino acid metabolism	0.00822898868514056	0.0	0.009247737556561084	0.0	0.0	0.0	0.0	0.0	0.030012997754933237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003491766681295198	0.0	0.0	0.00011114266446932822
Spliceosome	0.14173380511601796	0.0	0.07835124434389137	0.031190037608411998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23338406900050734	0.0	0.8571934798015591	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08443507178197747	0.008701160154687292	0.2885000667824229	0.0	0.0	0.03239242239723705
Phosphate and amino acid transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ribosome	0.3238669921828858	0.6900764038370434	0.43363970588235284	0.7281065315833909	0.7966825685143417	0.0	0.2801477763836609	0.8176638176638177	0.2748434361337587	0.0	0.0	0.0	0.053287235210185496	0.0	0.08833547378413088	0.13979447200566972	0.9009137055837564	0.0	0.0	0.393984962406015	0.0	0.0	0.0	0.913432554634514	0.6826874544332903	0.0	0.6246499533271103	0.4295350035299281	0.0	0.0	0.9359876426503086
Mineral and organic ion transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Repair system	0.0017499350938392467	0.0010301640949658681	0.009417420814479636	0.008720930232558138	0.0	0.0	0.0	0.0	0.047619047619047616	0.0	0.0	0.0	0.0	0.0	0.06555363225194037	0.0	0.021464829586657002	0.0	0.0	0.04711779448621553	0.0	0.11329305135951663	0.0	0.0	0.09494700241153047	0.0	0.008027737031604214	0.0	0.0	0.0	7.042097197781127e-05
Sulfur metabolism	0.008016363977499533	0.0006486218375711022	0.005500565610859727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00762273655288214	0.0	0.0003812325315419164	0.015125200068277726
Aromatics degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Polyamine biosynthesis	0.0014051230679557817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024712440136341386	0.0
Phenylpropanoid and flavonoid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phosphotransferase system (PTS)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Other terpenoid biosynthesis	0.0019503723182380628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methane metabolism	0.0008384988470640855	0.0034847526175388627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carbon fixation	0.0020846221336445667	0.0	0.0	0.0	0.0	0.004435213344207105	0.008748083089362887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012531045637368908	0.0
ABC-2 type and other transport systems	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNA polymerase	0.00010424985665644712	0.0	0.001781674208144796	0.0	0.0008957264616060201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013073806536750178
Replication system	0.0003086245756412086	0.0	0.05380373303167419	0.0	0.0	0.0	0.0	0.0	0.02044192366773012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3440328727965698	0.0	0.0
Other carbohydrate metabolism	0.01656672722075007	0.008091875375580662	0.0	0.0	0.08883410846523884	0.07807020010686293	0.008748083089362887	0.0	0.043247075505140016	0.14158305462653287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00726020340017936	0.0	0.04749841529080824	0.0008358663195627165
Two-component regulatory system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Proteasome	0.023691904923630738	0.001650170263232363	0.0	0.0014966612940363801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20541005365187964	0.13155973720496392	0.0	0.0	0.0	0.0	0.0007639144568897353
Pyrimidine metabolism	0.00590511688046429	0.0	0.008625565610859726	0.0	0.00957603944190503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03518491660623641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006570582863668827
Photosynthesis	0.0	0.23689322857878692	0.0	0.0	0.000955607896365197	0.0	0.0	0.0	0.0	0.5481233742103307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002035871950985678	0.0
Fatty acid metabolism	0.012382107974601538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008331107163114108
