	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Sterol biosynthesis	216.65500000000003	0.0	0.0	203.78	28.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.36	14.14	0.0	0.0	0.0	0.0	55.660000000000004	0.0	0.0	0.0	12.0	0.0
Glycosaminoglycan metabolism	29.46	2.39	0.0	14.76	14.940000000000001	2.95	0.0	0.0	2.28	2.53	0.0	0.0	0.0	0.0	2.27	0.0	0.0	0.0	15.579999999999998	0.0	0.0	0.0	0.0	5.48	0.0	0.0	7.03	0.0	0.0	0.0	11.219999999999999
Purine metabolism	206.57999999999998	0.0	2.68	5.54	59.86	0.0	0.0	0.0	1.32	0.0	0.0	25.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.34	8.15	4.41	0.0	0.0	0.0
Branched-chain amino acid metabolism	596.12	2.07	15.52	5.18	0.0	0.0	0.0	0.0	2.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.71	0.0	0.0	1.12	0.0	0.0	0.0	0.0	0.0	0.0	6.73	3.57	0.0	4.13	2.07
Spliceosome	1469.0683333333332	75.17000000000002	104.98	69.42	24.21	0.0	4.63	6.57	18.25	33.78	0.0	0.0	0.0	37.4	5.43	46.95	3.31	503.56	0.0	0.0	0.0	0.0	15.94	0.0	22.19	17.58	0.0	43.59	7.04	9.61	101.58999999999999
Phosphate and amino acid transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ribosome	10458.6	2544.8899999999994	1179.23	819.53	1640.745	0.0	160.95	238.07	113.51	9.0	0.0	0.0	17.57	3.77	42.15	17.15	424.65	0.0	5.0	32.31	0.0	7.43	0.0	551.09	236.56	21.759999999999998	406.21	506.18999999999994	0.0	0.0	2181.1200000000003
Mineral and organic ion transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Repair system	114.505	7.749999999999999	23.23	41.589999999999996	0.0	0.0	0.0	11.64	37.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.14	0.0	0.0	1.6800000000000002	27.41	4.66	15.64	0.0	4.24	0.0	22.68	12.7	18.86	0.0	2.91
Sulfur metabolism	419.86	9.87	18.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.439999999999998
Aromatics degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Polyamine biosynthesis	89.46000000000001	0.0	0.0	0.0	6.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.22	0.0	0.0	0.0	0.0	0.0	0.0	2.11
Phenylpropanoid and flavonoid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phosphotransferase system (PTS)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Other terpenoid biosynthesis	161.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methane metabolism	34.37	48.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36
Carbon fixation	149.89	0.0	3.42	0.0	0.0	27.25	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0	0.0	0.0
ABC-2 type and other transport systems	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNA polymerase	28.26	0.0	7.47	0.0	13.06	0.0	0.0	0.0	15.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Replication system	40.489999999999995	0.0	19.330000000000002	8.29	0.0	0.0	0.0	0.0	25.860000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	44.09	0.0	0.0
Other carbohydrate metabolism	1217.0	91.71000000000001	12.7	10.51	414.84	295.07	1.4	0.0	3.73	39.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.4	43.150000000000006	262.71	1.87
Two-component regulatory system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Proteasome	1094.155	45.68	0.0	23.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.85	37.16	0.0	0.0	0.0	0.0	31.619999999999997
Pyrimidine metabolism	137.94	14.719999999999999	10.95	6.16	72.78	0.0	0.0	2.88	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.64	0.0	1.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46	0.0	0.0	6.09
