	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Sterol biosynthesis	0.002053405821942359	0.0	0.0	0.060066364190424576	0.0009909322908182659	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.33728981206726016	0.2335640138408305	0.0	0.0	0.0	0.0	0.1250947687642153	0.0	0.0	0.0	0.0006625066768251024	0.00010623458582806545
Glycosaminoglycan metabolism	0.00039445334403891553	0.0002557600426629518	0.0	0.0020857316990587115	0.0	0.0	0.0	0.0	0.02398172820708032	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03645377661125693	0.0	0.0	0.0	0.0	0.0	0.0	0.00020735305845761217
Purine metabolism	0.0036097124482371646	0.0	0.0	0.0	0.0020497366563501113	0.0	0.0	0.0	0.0	0.0	0.0	0.061052631578947365		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016527672479150872	0.0	0.0	0.0	0.0	0.0
Branched-chain amino acid metabolism	0.010279737643720485	0.0	0.015347970173985087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.006653205785971997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.78080464422699e-05
Spliceosome	0.11579836965801664	0.010578670700782517	0.02651201325600663	0.022888873840319623	0.0	0.0	0.004365101572555823	0.06096807415036046	0.0	0.06298232511824745	0.0	0.0		0.12518689683294823	0.0	0.4474097331240188	0.0	1.0	0.0	0.0	0.0	0.0	0.6933312212894029	0.0	0.02653108929406264	0.0	0.0	0.016589239751396822	0.0	0.0	0.027066044507175337
Phosphate and amino acid transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ribosome	0.2881701633600582	0.678487859560528	0.37410936205468104	0.67007516760344	0.758416137264484	0.0	0.17303710336336672	0.3822863027806385	0.06547392462885421	0.0	0.0	0.0		0.0	0.21074317106668702	0.08045525902668758	0.865214656913045	0.0	0.0	0.23541048466864492	0.0	0.0	0.0	0.6163118499076504	0.5622954651706404	0.4097043214556482	0.7461784435981776	0.45401469018770796	0.0	0.0	0.9490952755704087
Mineral and organic ion transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Repair system	0.0016093403162926012	0.0005169617883612855	0.003024026512013256	0.015433060201801308	0.0	0.0	0.057473837371985	0.05231719876416066	0.14864864864864866	0.0	0.0	0.0		0.0	0.0	0.0	0.04213696997782265	0.0	0.0	0.0	0.0	0.1985294117647059	0.0	0.0	0.08625525946704066	0.0	0.0	0.005398957875572854	0.0	0.0	0.0
Sulfur metabolism	0.007937945857734803	0.0006638877703165982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0111516220335948
Aromatics degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Polyamine biosynthesis	0.0007801084722256618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02057567957812794	0.0	0.0	0.0
Phenylpropanoid and flavonoid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phosphotransferase system (PTS)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Other terpenoid biosynthesis	0.003133142422911336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07137419109250095	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methane metabolism	0.0011022209303689645	0.0014801432256238913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carbon fixation	0.005610328975066508	0.0	0.0	0.0	0.0	0.0	0.004225194470871342	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023047763457164517	0.0	0.0	0.0	0.003831496947638509	8.21587590115067e-05
ABC-2 type and other transport systems	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNA polymerase	0.0002197110014194455	0.0	0.0037489643744821875	0.0	0.0	0.0	0.0	0.0	0.08260373049105443	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Replication system	0.0001808522147390319	0.0	0.07903893951946975	0.0	0.0	0.0	0.0	0.0	0.10601446516939474	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1347471903630028	0.0	0.0
Other carbohydrate metabolism	0.01906475617211135	0.003825517233873513	0.005136702568351284	0.0	0.11779605798990064	0.06331808918178825	0.004225194470871342	0.0	0.021697754092120287	0.2788150360965895	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06514847134157825	0.0	0.03231376316214437	0.0003662535154468999
Two-component regulatory system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Proteasome	0.0296392340468795	0.004369687537411708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3249181860682561	0.25549658832448824	0.0	0.0	0.0	0.0	0.0003521089671921716
Pyrimidine metabolism	0.009137435952247195	0.0	0.007062966031483016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.06914699943729107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Photosynthesis	0.0	0.22916643992904018	0.0	0.0	0.003230710756366401	0.0	0.0	0.0	0.0	0.5128205128205129	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fatty acid metabolism	0.01719904562168193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitrogen metabolism	0.0006764850410778923	0.011356834234842137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aromatic amino acid metabolism	0.0012449475430819303	0.0	0.0	0.0	0.00214204267796058	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.007095986571036167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11214953271028039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011405922954344705
Bacterial secretion system	0.0017449794773468754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.37833594976452123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saccharide and polyol transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Serine and threonine metabolism	0.0005640633940779536	0.0	0.0	0.0	0.0006271379703534778	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nucleotide sugar	0.0033873131030851106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
