	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Sterol biosynthesis	0.001321497574051265	0.0	0.0	0.01664789357177339	0.003206477035790119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.2805139186295503	0.0	0.0	0.0	0.0	0.0	0.3171871438340551	0.0	0.0	0.0	0.0017237290033495893	0.0
Glycosaminoglycan metabolism	0.0002583489873477372	0.0	0.0	0.0052796611275164294	0.0009923101937754657	0.0	0.0	0.0	0.0	0.05156831472620946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010001540100480165
Purine metabolism	0.0027446345923380494	0.0	0.0	0.0009567754926306546	0.00687682919830901	0.0	0.0	0.0	0.0	0.0	0.0	0.04645239539114615	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001886935243813224	0.0	0.0	0.0	0.0
Branched-chain amino acid metabolism	0.00732875832634947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.11134903640256959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001252072295581808	0.0	0.0	6.310766760439649e-05
Spliceosome	0.13189565879453774	0.0034867424026617747	0.04302715898687824	0.0544753173667799	0.0005523461560533315	0.0	0.0	0.0	0.0	0.08067517278043593	0.0	0.0	0.0	0.15773115773115773	0.0	0.7032418952618453	0.0	1.0		0.0	0.0	0.0	0.0	0.0	0.02490576574061148	0.07180305447914291	0.016059130698014682	0.39086682819945046	0.0	0.0	0.029930577009124867
Phosphate and amino acid transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ribosome	0.3208411680404932	0.6647941568578298	0.47823212287661476	0.7480331740157173	0.812553799950265	0.0	0.23974111196008813	0.7498089171974522	0.0	0.0	0.0	0.0	0.06729475100942127	0.0	0.2170506373523564	0.0	0.5352416356877323	0.0		0.23625981441827265	0.0	0.0	0.0	0.9173120159880089	0.6083763786123134	0.060861636653749704	0.7367170353926491	0.3716336065478744	0.0	0.0	0.952683830129651
Mineral and organic ion transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Repair system	0.0008659680648866212	0.0	0.013053945003899232	0.01304693853587256	0.0	0.0	0.0	0.09656050955414013	0.06623778889683106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016356877323420074	0.0		0.18201284796573872	0.4971793907484017	0.30333333333333334	0.0	0.0	0.05106798827306995	0.0	0.0	0.005112628540292383	0.0	0.0	0.0
Sulfur metabolism	0.00552475059066377	0.0	0.013833791069067236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011350267148198676
Aromatics degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Polyamine biosynthesis	0.0009132766062035174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phenylpropanoid and flavonoid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phosphotransferase system (PTS)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Other terpenoid biosynthesis	0.002552443643238158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methane metabolism	0.000875947210320654	0.0009837323336485833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007168243886052256	2.8250363837347165e-05
