	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Sterol biosynthesis	0.009736106802160298	0.0	0.0	0.09136126793030562	0.019743023410252494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13000538696354821	0.265353251064444	0.0	0.0	0.0	0.0	0.34900827223162245	0.0	0.0	0.0	0.0017841389552655574	0.0
Glycosaminoglycan metabolism	0.0011003188108582916	0.0005065708078830212	0.0	0.012293078401865016	0.006985198266490231	0.006706250137273134	0.0	0.0	0.004022256485888583	0.028817667654187987	0.0	0.0	0.0	0.0	0.024920401665442078	0.0	0.0	0.0	0.2205925925925926	0.0	0.0	0.0	0.0	0.0033980419203983453	0.0	0.0	0.0	0.0	0.0	0.0	0.0037285203524889403
Purine metabolism	0.00807778708921623	0.0	0.0016281629856583092	0.008368200836820086	0.019393763496927983	0.0	0.0	0.0	0.0048769859891399075	0.0	0.0	0.07117640951095422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00437112239142696	0.010440989039000766	0.029927360774818404	0.00020995171110644553	0.0	0.0
Branched-chain amino acid metabolism	0.019299700677874735	0.0004310722740158402	0.009911394061631551	0.004116250141354746	0.0	0.0	0.0	0.0	0.004240128712207547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02699467289160232	0.0	0.0	0.0	0.0	0.0	0.0	0.00799388223298496	0.002838517414788601	0.0	0.0013862907948808555	0.0
Spliceosome	0.04641514305224926	0.027559400298097444	0.07081931624852773	0.04600770709557322	0.006576908508660169	0.0	0.007472683004911582	0.013124316441851986	0.0202453576456392	0.35496902774037165	0.0	0.0	0.0	0.14500667754859772	0.0	0.4857677610543554	0.0037815237943064086	0.9788271563048346	0.0	0.0	0.0	0.0	0.1079732510288066	0.0	0.09046517059085794	0.042606692987403647	0.0	0.005177872974483144	0.03671355588214711	0.0	0.04067669580506108
Phosphate and amino acid transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ribosome	0.24075172141762272	0.7147689744863664	0.4534453160483753	0.3083290564462114	0.5055463458066672	0.0	0.15476962737681027	0.6662968187798191	0.18825836294161022	0.07372744411527066	0.0	0.0	0.3577041602465332	0.047247366078053125	0.49497918197403873	0.18747562972783277	0.7920827674362865	0.0	0.0	0.22385826300353145	0.0	0.0	0.0	0.8657773441442654	0.5886711534786947	0.19599548787366045	0.37807800152944177	0.6053194263363755	0.0	0.0	0.6952229216798611
Mineral and organic ion transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Repair system	0.00377761487600921	0.0056404711108513335	0.03327149136650218	0.030984959855252747	0.0	0.0	0.012325293389160817	0.04894672605367021	0.1252262519273312	0.0	0.0	0.0	0.0	0.0	0.05186137643889298	0.0	0.029000559239434363	0.0	0.0	0.06404501107320285	0.3531788987515335	0.1660239496651106	0.044650205761316876	0.0	0.024351924587588374	0.0	0.017435635992862606	0.02262618737195008	0.03636363636363637	0.0005349945759210432	0.0030827462838530556
Sulfur metabolism	0.011339849698374222	0.001919124022172215	0.012948322183816908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011175265412553548	0.0	0.0	0.005022425329427265
