	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Sterol biosynthesis	0.0018776565732254308	0.0	0.0	0.02230160584916369	0.003993303698264292	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.296124031007752	1.0	0.0	0.0	0.0	0.0	0.2911097486204782	0.0	0.0	0.0	0.0006906569534124025	7.319389976934958e-05
Glycosaminoglycan metabolism	0.0002759901113166531	0.0014272627635733097	0.0	0.005952182228348222	0.0018165685387463223	0.0	0.0	0.0	0.008959503046231035	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011019838807144835
Purine metabolism	0.002965450233728725	0.0	0.0	0.0	0.001108473968782645	0.0	0.0	0.0	0.0	0.0	0.0	0.04580712788259958		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Branched-chain amino acid metabolism	0.010276301257769438	0.0	0.0	0.0018409794392166775	0.0	0.0	0.0	0.0	0.06910763349659538	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spliceosome	0.09086547791613993	0.004040503181691776	0.0	0.06908919211526629	0.007631685920719632	0.0	0.0	0.0	0.04437940508899772	0.17033037665509704	0.0	0.0		0.0	0.0	0.8953076582558653	0.0	1.0	0.0	0.0	0.0	0.0	0.6810624880565641	0.0	0.02660344243618561	0.020110361741263027	0.0	0.13091880437540104	0.0076029916119168635	0.0	0.011529750875025738
Phosphate and amino acid transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ribosome	0.36420725176527496	0.7236631169128592	0.4362868645870839	0.6669305721821329	0.8342743997587231	0.0	0.23320801519320958	0.39101091326823656	0.18241548202126387	0.04576423704846381	0.0	0.0		0.0	0.2220253164556962	0.0	0.0	0.0	0.0	0.36434108527131787	0.0	0.0	0.0	0.4915990730011588	0.5547618314499493	0.14310239117106072	0.8269443929529351	0.39420393666711434	0.0	0.0011299303252825799	0.977726721364843
Mineral and organic ion transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Repair system	0.0011584271129811265	0.0	0.01931197014827665	0.01879134453500961	0.0	0.0	0.0	0.05858701895462377	0.08613068928443435	0.0	0.0	0.0		0.0	0.0	0.0	0.04796511627906977	0.0	0.0	0.33953488372093027	0.0	0.0	0.0	0.0	0.09733041844997999	0.0	0.0020125824231946345	0.0	0.04503946117929011	0.0	0.0
Sulfur metabolism	0.0046190813609481695	0.0012718587950467028	0.005548099898530326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003191514854530793
Aromatics degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Polyamine biosynthesis	0.0007856287548079345	0.0	0.0	0.0	0.0006294173955232685	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phenylpropanoid and flavonoid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phosphotransferase system (PTS)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Other terpenoid biosynthesis	0.0022217781346160694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
