	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Sterol biosynthesis	0.0015812934918676166	0.0	0.0	0.02446441539578794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.10695187165775401	0.0	0.0	0.0	0.0	0.09261595547309831	0.0	0.0	0.0	0.0006373116192505854	0.00013000301868422464
Glycosaminoglycan metabolism	0.0002052395597845734	0.0	0.0	0.001053013798111837	0.0005186099798493366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04771471622300352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043177556573170935	0.0	0.0	0.0	0.00013777493827947718
Purine metabolism	0.0039030660119306034	0.0	0.0	0.0019970951343500363	0.0025324646212269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00750599533726902	0.0	0.0	0.0	0.0
Branched-chain amino acid metabolism	0.009501467017698162	0.0	0.00300893276915844	0.004693173565722584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004495326800556256	0.0	0.0	0.0
Spliceosome	0.16717459162364873	0.0018278461190663923	0.0	0.04144426289034132	0.0004337905906216413	0.0	0.0	0.0	0.0	0.03304151369669585	0.0	0.0	0.0	0.36742177314211216	0.0	0.8655673560648406	0.0	1.0	0.0	0.0	0.0	0.0	0.09600560616678347	0.0	0.0	0.20289424860853428	0.0008067971266894053	0.2625184610243308	0.0	0.0	0.056359134752191474
Phosphate and amino acid transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ribosome	0.33164885385654735	0.7081153059367781	0.5424228177401663	0.7704611474219316	0.8020630498871296	0.0	0.33756848117496213	0.4047182175622542	0.0	0.0	0.0	0.0	0.09544267542751243	0.0	0.08002133902373967	0.0	0.5224526278155165	0.0	0.0	0.0	0.0	0.0	0.0	0.6077475156422525	0.71372784620006	0.5151762523191094	0.5845328644636468	0.5136746332050494	0.0	0.0	0.9143308368396763
Mineral and organic ion transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Repair system	0.0005557985681494912	0.0018140614575349716	0.015499138066133837	0.0019426289034132167	0.0	0.0	0.0	0.0	0.1815889029003783	0.0	0.0	0.0	0.0	0.0	0.030141371032275276	0.0	0.01898462638541294	0.0	0.0	0.0	0.2310924369747899	0.19951923076923075	0.0	0.0	0.058542772270618465	0.0	0.0	0.0	0.0	0.0	0.0
Sulfur metabolism	0.008350508869933645	0.0	0.010625293841090741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008354624149714865	0.0	0.0	0.018546273037780187
Aromatics degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Polyamine biosynthesis	0.00046038325910580677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phenylpropanoid and flavonoid biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phosphotransferase system (PTS)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Other terpenoid biosynthesis	0.0026375392057931906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methane metabolism	0.0010451754294508926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carbon fixation	0.00201338602398257	0.0	0.0	0.0	0.0	0.006015809075017101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008001962745579103	0.0
ABC-2 type and other transport systems	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNA polymerase	0.00020945681101302354	0.0	0.0028522175207647714	0.0	0.0008385002477937871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Replication system	0.00012019166001082895	0.0	0.04577652405579064	0.0	0.0	0.0	0.0	0.0	0.020716987930102685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021464180206794685	0.0	0.0
Other carbohydrate metabolism	0.013816066462005023	0.0033607004813603803	0.0	0.0014251997095134348	0.07627686502690592	0.11030250057003876	0.0	0.0	0.04233471446586201	0.10872634848912738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001975261930860268	0.0	0.0	0.024091540595588757	0.0007234950605035109
Two-component regulatory system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Proteasome	0.03359269037902077	0.006167257569157647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22772938152932146	0.08638218923933208	0.0	0.0	0.0	0.0	0.001787188237835577
Pyrimidine metabolism	0.008919134910569672	0.0010310926825502725	0.0062999529854254836	0.0	0.0	0.0	0.0	0.0	0.03422806701495226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43582409724705035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027449006934141993
Photosynthesis	0.0	0.23044094375306706	0.0	0.0	0.0019144947854251209	0.0	0.0	0.0	0.0	0.6060434905393958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012615576244390857	7.489304337243375e-05
Fatty acid metabolism	0.011403447321729175	0.0	0.0	0.002841321713870733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001057182441868876	0.0	0.0	0.0	0.0
Nitrogen metabolism	0.00023932900721454535	0.006004598563086882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003773056067613165	0.0	0.0	0.0
Aromatic amino acid metabolism	0.001309456506433768	0.0	0.0	0.0	0.001996890763532025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45690259285213736	0.0	0.0	0.020185528756957324	0.0	0.0	0.0	0.0	0.0
Bacterial secretion system	0.0004758465136101239	0.0005265740705002729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1344326439351593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saccharide and polyol transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Serine and threonine metabolism	0.0009056547013096672	0.0	0.0	0.0	0.0005791952578691189	0.0	0.0	0.0	0.04755899837867052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nucleotide sugar	0.0034788808258689936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016030956329463792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Central carbohydrate metabolism	0.02157651159755802	0.0	0.033662435354960045	0.004103122730573711	0.0	0.01780801094474424	0.039981349807669896	0.0802096985583224	0.02197802197802198	0.0	0.0	0.03279896812235121	0.9045573245724876	0.0	0.0	0.0	0.015302109402931712	0.0	0.0	0.0	0.0	0.0	0.0	0.33695252116304747	0.0	0.0	0.0020587237025867585	0.015221586192770824	0.0	0.0	0.0007333865945338324
Metabolic capacity	0.002645270833045349	0.0	0.0	0.0	0.007115135050643233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001268235970316213
Drug resistance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arginine and proline metabolism	0.0010833064093081293	0.0	0.0	0.0	0.0	0.0	0.019582701946613826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.877900317006004e-05
Aminoacyl tRNA	0.0071767072780150225	0.001000766427181147	0.0014887948597398532	0.0	0.0	0.0	0.0	0.15779816513761463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016247224896090095	0.0	0.0	0.0	0.0005316699541297774
Sugar metabolism	0.00031031940289345605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458115654836966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP synthesis	0.036327753519471866	0.023020384757472662	0.2689547092932143	0.0036401597676107476	0.07712021209694128	0.005764992019457324	0.08305163772001399	0.0	0.0	0.0	0.0	0.0	0.0	0.20485658409387222	0.09506535076020273	0.0	0.0	0.0	0.0	0.0	0.3059587471352177	0.0	0.0	0.05529996319470004	0.0	0.0	0.0	0.0	0.025710856720827183	0.0	0.0006097424191548144
Terpenoid backbone biosynthesis	0.0034486571920651007	0.0	0.023209528287102342	0.0025780682643427736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019652465182530894	0.0	0.0	0.0	0.00010456764546339807
Lipopolysaccharide metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptide and nickel transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carbohydrate metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Histidine metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04690166975881261	0.0	0.0	0.0	0.0	0.0
Metallic cation, iron-siderophore and vitamin B12 transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
