	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Sterol biosynthesis	35.754999999999995	0.0	0.0	19.14	13.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.93	0.0	0.0	0.0	0.0	0.0	27.83	0.0	0.0	0.0	19.55	0.0
Glycosaminoglycan metabolism	6.99	0.0	0.0	6.07	4.15	0.0	0.0	0.0	0.0	3.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.39
Purine metabolism	74.26	0.0	0.0	1.1	28.76	0.0	0.0	0.0	0.0	0.0	0.0	3.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74	0.0	0.0	0.0	0.0
Branched-chain amino acid metabolism	198.28999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.0	0.0	2.77
Spliceosome	3568.6250000000005	9.18	25.38	62.63	2.31	0.0	0.0	0.0	0.0	6.07	0.0	0.0	0.0	26.39	0.0	14.1	0.0	149.63	0.0	0.0	0.0	0.0	0.0	0.0	8.92	6.3	31.83	337.15	0.0	0.0	1313.75
Phosphate and amino acid transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ribosome	8680.815	1750.2900000000002	282.09	860.01	3398.2299999999996	0.0	53.34	29.43	0.0	0.0	0.0	0.0	5.0	0.0	37.12	0.0	71.99	0.0	0.0	3.31	0.0	0.0	0.0	73.44	217.89	5.34	1460.21	320.56	0.0	0.0	41816.38
Mineral and organic ion transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Repair system	23.43	0.0	7.700000000000001	15.0	0.0	0.0	0.0	3.79	2.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	2.55	13.22	0.91	0.0	0.0	18.29	0.0	0.0	4.41	0.0	0.0	0.0
Sulfur metabolism	149.48	0.0	8.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	498.20000000000005
